SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 1.0885900402673354, 'user_topK': 566, 'user_shrink': 683, 'item_topK': 783, 'item_shrink': 1399} - results: ROC_AUC: 0.0518581, PRECISION: 0.0088960, PRECISION_RECALL_MIN_DEN: 0.0296534, RECALL: 0.0296534, MAP: 0.0129023, MRR: 0.0368448, NDCG: 0.0232546, F1: 0.0136862, HIT_RATE: 0.0889603, ARHR: 0.0377578, RMSE: 13.7169456, NOVELTY: 0.0049066, AVERAGE_POPULARITY: 0.8620626, DIVERSITY_MEAN_INTER_LIST: 0.2964254, DIVERSITY_HERFINDAHL: 0.9296407, COVERAGE_ITEM: 0.0218978, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0396112, SHANNON_ENTROPY: 4.1695258, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1032475, PRECISION: 0.0162167, PRECISION_RECALL_MIN_DEN: 0.0540557, RECALL: 0.0540557, MAP: 0.0269879, MRR: 0.0743277, NDCG: 0.0457510, F1: 0.0249488, HIT_RATE: 0.1621672, ARHR: 0.0776021, RMSE: 0.9977440, NOVELTY: 0.0059642, AVERAGE_POPULARITY: 0.3524138, DIVERSITY_MEAN_INTER_LIST: 0.9766931, DIVERSITY_HERFINDAHL: 0.9976633, COVERAGE_ITEM: 0.4421195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1643758, SHANNON_ENTROPY: 10.1951909, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1032475, PRECISION: 0.0162167, PRECISION_RECALL_MIN_DEN: 0.0540557, RECALL: 0.0540557, MAP: 0.0269879, MRR: 0.0743277, NDCG: 0.0457510, F1: 0.0249488, HIT_RATE: 0.1621672, ARHR: 0.0776021, RMSE: 0.9977440, NOVELTY: 0.0059642, AVERAGE_POPULARITY: 0.3524138, DIVERSITY_MEAN_INTER_LIST: 0.9766931, DIVERSITY_HERFINDAHL: 0.9976633, COVERAGE_ITEM: 0.4421195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1643758, SHANNON_ENTROPY: 10.1951909, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.804962378853364, 'user_topK': 999, 'user_shrink': 1990, 'item_topK': 31, 'item_shrink': 1976} - results: ROC_AUC: 0.1215845, PRECISION: 0.0193241, PRECISION_RECALL_MIN_DEN: 0.0644138, RECALL: 0.0644138, MAP: 0.0320093, MRR: 0.0871366, NDCG: 0.0541760, F1: 0.0297295, HIT_RATE: 0.1932415, ARHR: 0.0914966, RMSE: 0.9577892, NOVELTY: 0.0058614, AVERAGE_POPULARITY: 0.3722280, DIVERSITY_MEAN_INTER_LIST: 0.9724099, DIVERSITY_HERFINDAHL: 0.9972350, COVERAGE_ITEM: 0.4646121, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1429067, SHANNON_ENTROPY: 10.0348989, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1032475, PRECISION: 0.0162167, PRECISION_RECALL_MIN_DEN: 0.0540557, RECALL: 0.0540557, MAP: 0.0269879, MRR: 0.0743277, NDCG: 0.0457510, F1: 0.0249488, HIT_RATE: 0.1621672, ARHR: 0.0776021, RMSE: 0.9977440, NOVELTY: 0.0059642, AVERAGE_POPULARITY: 0.3524138, DIVERSITY_MEAN_INTER_LIST: 0.9766931, DIVERSITY_HERFINDAHL: 0.9976633, COVERAGE_ITEM: 0.4421195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1643758, SHANNON_ENTROPY: 10.1951909, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 2.222780349081537, 'user_topK': 134, 'user_shrink': 1983, 'item_topK': 66, 'item_shrink': 1742} - results: ROC_AUC: 0.0755266, PRECISION: 0.0124297, PRECISION_RECALL_MIN_DEN: 0.0414324, RECALL: 0.0414324, MAP: 0.0195500, MRR: 0.0547509, NDCG: 0.0339692, F1: 0.0191227, HIT_RATE: 0.1242973, ARHR: 0.0566672, RMSE: 1.0503148, NOVELTY: 0.0050390, AVERAGE_POPULARITY: 0.7719164, DIVERSITY_MEAN_INTER_LIST: 0.6348570, DIVERSITY_HERFINDAHL: 0.9634818, COVERAGE_ITEM: 0.1341444, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0387138, SHANNON_ENTROPY: 5.7922663, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.463145521218551, 'user_topK': 73, 'user_shrink': 1912, 'item_topK': 995, 'item_shrink': 512} - results: ROC_AUC: 0.1153840, PRECISION: 0.0183728, PRECISION_RECALL_MIN_DEN: 0.0612426, RECALL: 0.0612426, MAP: 0.0308151, MRR: 0.0839572, NDCG: 0.0518908, F1: 0.0282658, HIT_RATE: 0.1837277, ARHR: 0.0881169, RMSE: 0.8899865, NOVELTY: 0.0057523, AVERAGE_POPULARITY: 0.4449534, DIVERSITY_MEAN_INTER_LIST: 0.9369223, DIVERSITY_HERFINDAHL: 0.9936864, COVERAGE_ITEM: 0.6952149, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1611305, SHANNON_ENTROPY: 9.7989412, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.1026453, PRECISION: 0.0168654, PRECISION_RECALL_MIN_DEN: 0.0562180, RECALL: 0.0562180, MAP: 0.0264728, MRR: 0.0719892, NDCG: 0.0457244, F1: 0.0259467, HIT_RATE: 0.1686539, ARHR: 0.0756268, RMSE: 0.9824519, NOVELTY: 0.0057645, AVERAGE_POPULARITY: 0.1668093, DIVERSITY_MEAN_INTER_LIST: 0.9772575, DIVERSITY_HERFINDAHL: 0.9977197, COVERAGE_ITEM: 0.5138145, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2477949, SHANNON_ENTROPY: 11.0165725, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.473165861818655, 'user_topK': 414, 'user_shrink': 1998, 'item_topK': 979, 'item_shrink': 1854} - results: ROC_AUC: 0.1074544, PRECISION: 0.0171681, PRECISION_RECALL_MIN_DEN: 0.0572270, RECALL: 0.0572270, MAP: 0.0286039, MRR: 0.0783140, NDCG: 0.0483405, F1: 0.0264125, HIT_RATE: 0.1716810, ARHR: 0.0819913, RMSE: 0.8935749, NOVELTY: 0.0054293, AVERAGE_POPULARITY: 0.5713864, DIVERSITY_MEAN_INTER_LIST: 0.8801445, DIVERSITY_HERFINDAHL: 0.9880090, COVERAGE_ITEM: 0.3682617, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0912004, SHANNON_ENTROPY: 8.2675951, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.208828154029356, 'user_topK': 292, 'user_shrink': 1987, 'item_topK': 75, 'item_shrink': 1605} - results: ROC_AUC: 0.1029610, PRECISION: 0.0165503, PRECISION_RECALL_MIN_DEN: 0.0551677, RECALL: 0.0551677, MAP: 0.0272269, MRR: 0.0750279, NDCG: 0.0463124, F1: 0.0254620, HIT_RATE: 0.1655032, ARHR: 0.0782923, RMSE: 0.8659437, NOVELTY: 0.0053292, AVERAGE_POPULARITY: 0.6162159, DIVERSITY_MEAN_INTER_LIST: 0.8393006, DIVERSITY_HERFINDAHL: 0.9839249, COVERAGE_ITEM: 0.2711003, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0681707, SHANNON_ENTROPY: 7.5323305, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0929854947476594, 'user_topK': 513, 'user_shrink': 1944, 'item_topK': 876, 'item_shrink': 1877} - results: ROC_AUC: 0.1044430, PRECISION: 0.0166862, PRECISION_RECALL_MIN_DEN: 0.0556208, RECALL: 0.0556208, MAP: 0.0275061, MRR: 0.0755422, NDCG: 0.0467319, F1: 0.0256711, HIT_RATE: 0.1668623, ARHR: 0.0789734, RMSE: 0.8780325, NOVELTY: 0.0052531, AVERAGE_POPULARITY: 0.6482981, DIVERSITY_MEAN_INTER_LIST: 0.8144597, DIVERSITY_HERFINDAHL: 0.9814409, COVERAGE_ITEM: 0.2223844, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0655452, SHANNON_ENTROPY: 7.2844787, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.9060523768496025, 'user_topK': 533, 'user_shrink': 1924, 'item_topK': 50, 'item_shrink': 441} - results: ROC_AUC: 0.1116127, PRECISION: 0.0178477, PRECISION_RECALL_MIN_DEN: 0.0594922, RECALL: 0.0594922, MAP: 0.0299203, MRR: 0.0812257, NDCG: 0.0503382, F1: 0.0274579, HIT_RATE: 0.1784766, ARHR: 0.0854033, RMSE: 0.9814264, NOVELTY: 0.0057228, AVERAGE_POPULARITY: 0.4048501, DIVERSITY_MEAN_INTER_LIST: 0.9454137, DIVERSITY_HERFINDAHL: 0.9945355, COVERAGE_ITEM: 0.7416599, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880021, SHANNON_ENTROPY: 10.1231019, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.1370806779062286, 'user_topK': 842, 'user_shrink': 1840, 'item_topK': 14, 'item_shrink': 404} - results: ROC_AUC: 0.1248584, PRECISION: 0.0198863, PRECISION_RECALL_MIN_DEN: 0.0662878, RECALL: 0.0662878, MAP: 0.0332896, MRR: 0.0904063, NDCG: 0.0560638, F1: 0.0305944, HIT_RATE: 0.1988633, ARHR: 0.0950383, RMSE: 0.9694905, NOVELTY: 0.0060420, AVERAGE_POPULARITY: 0.2563753, DIVERSITY_MEAN_INTER_LIST: 0.9844361, DIVERSITY_HERFINDAHL: 0.9984375, COVERAGE_ITEM: 0.7225737, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2372478, SHANNON_ENTROPY: 11.2661000, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.87106207274964, 'user_topK': 942, 'user_shrink': 1993, 'item_topK': 85, 'item_shrink': 1965} - results: ROC_AUC: 0.1183904, PRECISION: 0.0188546, PRECISION_RECALL_MIN_DEN: 0.0628488, RECALL: 0.0628488, MAP: 0.0315173, MRR: 0.0859762, NDCG: 0.0531613, F1: 0.0290071, HIT_RATE: 0.1885464, ARHR: 0.0901745, RMSE: 0.9362196, NOVELTY: 0.0057020, AVERAGE_POPULARITY: 0.4410595, DIVERSITY_MEAN_INTER_LIST: 0.9547508, DIVERSITY_HERFINDAHL: 0.9954692, COVERAGE_ITEM: 0.4308191, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1243809, SHANNON_ENTROPY: 9.4934591, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.40199742367194224, 'user_topK': 947, 'user_shrink': 1987, 'item_topK': 77, 'item_shrink': 178} - results: ROC_AUC: 0.0889986, PRECISION: 0.0144128, PRECISION_RECALL_MIN_DEN: 0.0480427, RECALL: 0.0480427, MAP: 0.0233713, MRR: 0.0645829, NDCG: 0.0400067, F1: 0.0221735, HIT_RATE: 0.1441280, ARHR: 0.0673069, RMSE: 0.8625595, NOVELTY: 0.0052365, AVERAGE_POPULARITY: 0.6548111, DIVERSITY_MEAN_INTER_LIST: 0.7391388, DIVERSITY_HERFINDAHL: 0.9739093, COVERAGE_ITEM: 0.4526629, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0772863, SHANNON_ENTROPY: 7.0292810, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.9937407733194339, 'user_topK': 813, 'user_shrink': 1814, 'item_topK': 11, 'item_shrink': 1875} - results: ROC_AUC: 0.1021047, PRECISION: 0.0160499, PRECISION_RECALL_MIN_DEN: 0.0534997, RECALL: 0.0534997, MAP: 0.0266784, MRR: 0.0735391, NDCG: 0.0452535, F1: 0.0246922, HIT_RATE: 0.1604992, ARHR: 0.0767453, RMSE: 0.9554199, NOVELTY: 0.0055141, AVERAGE_POPULARITY: 0.5174038, DIVERSITY_MEAN_INTER_LIST: 0.9215901, DIVERSITY_HERFINDAHL: 0.9921533, COVERAGE_ITEM: 0.3168424, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1009691, SHANNON_ENTROPY: 8.6982203, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.6346180414458225, 'user_topK': 29, 'user_shrink': 76, 'item_topK': 100, 'item_shrink': 174} - results: ROC_AUC: 0.1075387, PRECISION: 0.0162970, PRECISION_RECALL_MIN_DEN: 0.0543234, RECALL: 0.0543234, MAP: 0.0284623, MRR: 0.0783033, NDCG: 0.0473967, F1: 0.0250724, HIT_RATE: 0.1629703, ARHR: 0.0817868, RMSE: 0.9698900, NOVELTY: 0.0054931, AVERAGE_POPULARITY: 0.2348717, DIVERSITY_MEAN_INTER_LIST: 0.9851370, DIVERSITY_HERFINDAHL: 0.9985076, COVERAGE_ITEM: 0.8588808, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3456955, SHANNON_ENTROPY: 11.9783109, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.7128926034538368, 'user_topK': 802, 'user_shrink': 1965, 'item_topK': 859, 'item_shrink': 172} - results: ROC_AUC: 0.1035032, PRECISION: 0.0162847, PRECISION_RECALL_MIN_DEN: 0.0542822, RECALL: 0.0542822, MAP: 0.0279128, MRR: 0.0764106, NDCG: 0.0466811, F1: 0.0250533, HIT_RATE: 0.1628467, ARHR: 0.0800137, RMSE: 0.8602887, NOVELTY: 0.0055142, AVERAGE_POPULARITY: 0.4263483, DIVERSITY_MEAN_INTER_LIST: 0.9168364, DIVERSITY_HERFINDAHL: 0.9916780, COVERAGE_ITEM: 0.8470397, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2315098, SHANNON_ENTROPY: 10.1703287, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.6852844257281303, 'user_topK': 825, 'user_shrink': 1943, 'item_topK': 69, 'item_shrink': 415} - results: ROC_AUC: 0.1061410, PRECISION: 0.0167480, PRECISION_RECALL_MIN_DEN: 0.0558267, RECALL: 0.0558267, MAP: 0.0285021, MRR: 0.0778466, NDCG: 0.0477680, F1: 0.0257662, HIT_RATE: 0.1674801, ARHR: 0.0815962, RMSE: 1.0009456, NOVELTY: 0.0056153, AVERAGE_POPULARITY: 0.4671571, DIVERSITY_MEAN_INTER_LIST: 0.9138899, DIVERSITY_HERFINDAHL: 0.9913833, COVERAGE_ITEM: 0.7312787, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1667422, SHANNON_ENTROPY: 9.5213721, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1271038, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0336109, MRR: 0.0911510, NDCG: 0.0569523, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0958768, RMSE: 0.9839441, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2556479, DIVERSITY_MEAN_INTER_LIST: 0.9875850, DIVERSITY_HERFINDAHL: 0.9987524, COVERAGE_ITEM: 0.4880238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1867322, SHANNON_ENTROPY: 10.8159237, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.14362969656027816, 'user_topK': 992, 'user_shrink': 1637, 'item_topK': 19, 'item_shrink': 85} - results: ROC_AUC: 0.1036104, PRECISION: 0.0161673, PRECISION_RECALL_MIN_DEN: 0.0538910, RECALL: 0.0538910, MAP: 0.0272389, MRR: 0.0745747, NDCG: 0.0458869, F1: 0.0248728, HIT_RATE: 0.1616729, ARHR: 0.0780851, RMSE: 0.9672802, NOVELTY: 0.0050222, AVERAGE_POPULARITY: 0.1943584, DIVERSITY_MEAN_INTER_LIST: 0.9875611, DIVERSITY_HERFINDAHL: 0.9987500, COVERAGE_ITEM: 0.7367397, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3327251, SHANNON_ENTROPY: 11.9768571, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.316886109833519, 'user_topK': 995, 'user_shrink': 1729, 'item_topK': 12, 'item_shrink': 89} - results: ROC_AUC: 0.1017212, PRECISION: 0.0156792, PRECISION_RECALL_MIN_DEN: 0.0522642, RECALL: 0.0522642, MAP: 0.0266746, MRR: 0.0735137, NDCG: 0.0448632, F1: 0.0241219, HIT_RATE: 0.1567925, ARHR: 0.0767217, RMSE: 6.9758728, NOVELTY: 0.0057092, AVERAGE_POPULARITY: 0.4575069, DIVERSITY_MEAN_INTER_LIST: 0.9484769, DIVERSITY_HERFINDAHL: 0.9948418, COVERAGE_ITEM: 0.5002974, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1326733, SHANNON_ENTROPY: 9.5224518, 
