CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9833509727730589, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056689±0.0008, PRECISION: 0.007882±0.0001, PRECISION_RECALL_MIN_DEN: 0.078815±0.0013, RECALL: 0.078815±0.0013, MAP: 0.041128±0.0007, MRR: 0.041128±0.0007, NDCG: 0.050006±0.0008, F1: 0.014330±0.0002, HIT_RATE: 0.078815±0.0013, ARHR: 0.041128±0.0007, RMSE: 0.897020±0.0004, NOVELTY: 0.005660±0.0000, AVERAGE_POPULARITY: 0.551550±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.882843±0.0003, DIVERSITY_HERFINDAHL: 0.988280±0.0000, COVERAGE_ITEM: 0.749024±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142037±0.0003, SHANNON_ENTROPY: 8.926622±0.0049, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 477, 'shrink': 1988, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6664943468315316, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031676±0.0006, PRECISION: 0.004240±0.0001, PRECISION_RECALL_MIN_DEN: 0.042405±0.0009, RECALL: 0.042405±0.0009, MAP: 0.023089±0.0003, MRR: 0.023089±0.0003, NDCG: 0.027675±0.0004, F1: 0.007710±0.0002, HIT_RATE: 0.042405±0.0009, ARHR: 0.023089±0.0003, RMSE: 0.915630±0.0006, NOVELTY: 0.006571±0.0000, AVERAGE_POPULARITY: 0.026071±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999173±0.0000, DIVERSITY_HERFINDAHL: 0.999913±0.0000, COVERAGE_ITEM: 0.981779±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.623020±0.0006, SHANNON_ENTROPY: 13.799463±0.0011, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 719, 'shrink': 1869, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7659079591692219, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.051667±0.0009, PRECISION: 0.007188±0.0002, PRECISION_RECALL_MIN_DEN: 0.071881±0.0015, RECALL: 0.071881±0.0015, MAP: 0.038089±0.0008, MRR: 0.038089±0.0008, NDCG: 0.046028±0.0009, F1: 0.013069±0.0003, HIT_RATE: 0.071881±0.0015, ARHR: 0.038089±0.0008, RMSE: 5.015806±0.0269, NOVELTY: 0.005148±0.0000, AVERAGE_POPULARITY: 0.713990±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.770339±0.0006, DIVERSITY_HERFINDAHL: 0.977030±0.0001, COVERAGE_ITEM: 0.335918±0.0043, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.048880±0.0003, SHANNON_ENTROPY: 6.822892±0.0077, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 753, 'shrink': 1274, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6248159982289757, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059832±0.0008, PRECISION: 0.008374±0.0001, PRECISION_RECALL_MIN_DEN: 0.083737±0.0011, RECALL: 0.083737±0.0011, MAP: 0.043239±0.0006, MRR: 0.043239±0.0006, NDCG: 0.052770±0.0007, F1: 0.015225±0.0002, HIT_RATE: 0.083737±0.0011, ARHR: 0.043239±0.0006, RMSE: 1.279005±0.0037, NOVELTY: 0.005318±0.0000, AVERAGE_POPULARITY: 0.643652±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.841768±0.0005, DIVERSITY_HERFINDAHL: 0.984173±0.0000, COVERAGE_ITEM: 0.476572±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.071859±0.0001, SHANNON_ENTROPY: 7.722210±0.0023, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 403, 'shrink': 630, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07183731656220217, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053054±0.0008, PRECISION: 0.007422±0.0001, PRECISION_RECALL_MIN_DEN: 0.074222±0.0014, RECALL: 0.074222±0.0014, MAP: 0.038938±0.0007, MRR: 0.038938±0.0007, NDCG: 0.047225±0.0008, F1: 0.013495±0.0002, HIT_RATE: 0.074222±0.0014, ARHR: 0.038938±0.0007, RMSE: 2.069486±0.0125, NOVELTY: 0.005209±0.0000, AVERAGE_POPULARITY: 0.682392±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.808355±0.0005, DIVERSITY_HERFINDAHL: 0.980832±0.0000, COVERAGE_ITEM: 0.380752±0.0046, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.057518±0.0003, SHANNON_ENTROPY: 7.218859±0.0078, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 216, 'shrink': 299, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1067470594376134, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063194±0.0009, PRECISION: 0.008719±0.0001, PRECISION_RECALL_MIN_DEN: 0.087186±0.0009, RECALL: 0.087186±0.0009, MAP: 0.045443±0.0007, MRR: 0.045443±0.0007, NDCG: 0.055308±0.0007, F1: 0.015852±0.0002, HIT_RATE: 0.087186±0.0009, ARHR: 0.045443±0.0007, RMSE: 0.792459±0.0014, NOVELTY: 0.005767±0.0000, AVERAGE_POPULARITY: 0.367375±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.970079±0.0002, DIVERSITY_HERFINDAHL: 0.997004±0.0000, COVERAGE_ITEM: 0.650879±0.0065, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127225±0.0007, SHANNON_ENTROPY: 10.015189±0.0079, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 121, 'shrink': 1904, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.044491064073358, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065117±0.0008, PRECISION: 0.008874±0.0001, PRECISION_RECALL_MIN_DEN: 0.088738±0.0008, RECALL: 0.088738±0.0008, MAP: 0.047163±0.0006, MRR: 0.047163±0.0006, NDCG: 0.056999±0.0006, F1: 0.016134±0.0001, HIT_RATE: 0.088738±0.0008, ARHR: 0.047163±0.0006, RMSE: 0.985431±0.0001, NOVELTY: 0.006185±0.0000, AVERAGE_POPULARITY: 0.364857±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.963765±0.0002, DIVERSITY_HERFINDAHL: 0.996372±0.0000, COVERAGE_ITEM: 0.844444±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237735±0.0002, SHANNON_ENTROPY: 10.876812±0.0044, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 506, 'shrink': 866, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1714285269161908, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031678±0.0006, PRECISION: 0.004242±0.0001, PRECISION_RECALL_MIN_DEN: 0.042423±0.0010, RECALL: 0.042423±0.0010, MAP: 0.023096±0.0004, MRR: 0.023096±0.0004, NDCG: 0.027684±0.0005, F1: 0.007713±0.0002, HIT_RATE: 0.042423±0.0010, ARHR: 0.023096±0.0004, RMSE: 0.879389±0.0027, NOVELTY: 0.006585±0.0000, AVERAGE_POPULARITY: 0.026031±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999173±0.0000, DIVERSITY_HERFINDAHL: 0.999913±0.0000, COVERAGE_ITEM: 0.981898±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.623416±0.0008, SHANNON_ENTROPY: 13.800160±0.0011, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 307, 'shrink': 1018, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1079882362742737, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059801±0.0007, PRECISION: 0.008265±0.0001, PRECISION_RECALL_MIN_DEN: 0.082655±0.0009, RECALL: 0.082655±0.0009, MAP: 0.043366±0.0005, MRR: 0.043366±0.0005, NDCG: 0.052631±0.0006, F1: 0.015028±0.0002, HIT_RATE: 0.082655±0.0009, ARHR: 0.043366±0.0005, RMSE: 0.970340±0.0001, NOVELTY: 0.005989±0.0000, AVERAGE_POPULARITY: 0.427205±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.945503±0.0001, DIVERSITY_HERFINDAHL: 0.994546±0.0000, COVERAGE_ITEM: 0.825650±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201377±0.0003, SHANNON_ENTROPY: 10.281481±0.0047, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 273, 'shrink': 504, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5956170546320322, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.054241±0.0009, PRECISION: 0.007557±0.0001, PRECISION_RECALL_MIN_DEN: 0.075570±0.0015, RECALL: 0.075570±0.0015, MAP: 0.039573±0.0007, MRR: 0.039573±0.0007, NDCG: 0.048042±0.0008, F1: 0.013740±0.0003, HIT_RATE: 0.075570±0.0015, ARHR: 0.039573±0.0007, RMSE: 16.809634±0.0938, NOVELTY: 0.005260±0.0000, AVERAGE_POPULARITY: 0.655957±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.835518±0.0003, DIVERSITY_HERFINDAHL: 0.983548±0.0000, COVERAGE_ITEM: 0.411192±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064494±0.0005, SHANNON_ENTROPY: 7.534009±0.0082, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 542, 'shrink': 610, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0361590990936476, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.022786±0.0005, PRECISION: 0.003105±0.0001, PRECISION_RECALL_MIN_DEN: 0.031054±0.0007, RECALL: 0.031054±0.0007, MAP: 0.016594±0.0004, MRR: 0.016594±0.0004, NDCG: 0.020013±0.0004, F1: 0.005646±0.0001, HIT_RATE: 0.031054±0.0007, ARHR: 0.016594±0.0004, RMSE: 0.886470±0.0010, NOVELTY: 0.004130±0.0000, AVERAGE_POPULARITY: 0.021168±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.998590±0.0000, DIVERSITY_HERFINDAHL: 0.999855±0.0000, COVERAGE_ITEM: 0.847202±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.458797±0.0006, SHANNON_ENTROPY: 13.214963±0.0034, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 415, 'shrink': 1910, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3605122806017272, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.058672±0.0013, PRECISION: 0.008303±0.0001, PRECISION_RECALL_MIN_DEN: 0.083027±0.0014, RECALL: 0.083027±0.0014, MAP: 0.041959±0.0009, MRR: 0.041959±0.0009, NDCG: 0.051615±0.0010, F1: 0.015096±0.0003, HIT_RATE: 0.083027±0.0014, ARHR: 0.041959±0.0009, RMSE: 0.862798±0.0011, NOVELTY: 0.006339±0.0000, AVERAGE_POPULARITY: 0.224988±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.990636±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.932955±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.330002±0.0005, SHANNON_ENTROPY: 12.242298±0.0026, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 540, 'shrink': 94, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1674490851283406, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.052340±0.0008, PRECISION: 0.007260±0.0001, PRECISION_RECALL_MIN_DEN: 0.072599±0.0012, RECALL: 0.072599±0.0012, MAP: 0.038492±0.0008, MRR: 0.038492±0.0008, NDCG: 0.046514±0.0008, F1: 0.013200±0.0002, HIT_RATE: 0.072599±0.0012, ARHR: 0.038492±0.0008, RMSE: 103.670144±0.5128, NOVELTY: 0.005176±0.0000, AVERAGE_POPULARITY: 0.699433±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.788679±0.0007, DIVERSITY_HERFINDAHL: 0.978864±0.0001, COVERAGE_ITEM: 0.358291±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.052834±0.0003, SHANNON_ENTROPY: 7.008209±0.0107, 
CrossSearchBayesianSkopt: New best config found. Config 38: {'topK': 295, 'shrink': 775, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3724997028045503, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070664±0.0013, PRECISION: 0.009845±0.0001, PRECISION_RECALL_MIN_DEN: 0.098448±0.0011, RECALL: 0.098448±0.0011, MAP: 0.050608±0.0009, MRR: 0.050608±0.0009, NDCG: 0.061894±0.0010, F1: 0.017900±0.0002, HIT_RATE: 0.098448±0.0011, ARHR: 0.050608±0.0009, RMSE: 0.931248±0.0002, NOVELTY: 0.005676±0.0000, AVERAGE_POPULARITY: 0.404633±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.959779±0.0002, DIVERSITY_HERFINDAHL: 0.995974±0.0000, COVERAGE_ITEM: 0.811549±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169586±0.0004, SHANNON_ENTROPY: 10.274075±0.0051, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 280, 'shrink': 328, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4859791626653165, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031957±0.0008, PRECISION: 0.004507±0.0001, PRECISION_RECALL_MIN_DEN: 0.045065±0.0010, RECALL: 0.045065±0.0010, MAP: 0.022919±0.0006, MRR: 0.022919±0.0006, NDCG: 0.028127±0.0007, F1: 0.008194±0.0002, HIT_RATE: 0.045065±0.0010, ARHR: 0.022919±0.0006, RMSE: 0.853571±0.0031, NOVELTY: 0.002922±0.0000, AVERAGE_POPULARITY: 0.047589±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.997236±0.0000, DIVERSITY_HERFINDAHL: 0.999719±0.0000, COVERAGE_ITEM: 0.656880±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.366095±0.0011, SHANNON_ENTROPY: 12.502127±0.0029, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053065±0.0008, PRECISION: 0.007164±0.0000, PRECISION_RECALL_MIN_DEN: 0.071641±0.0004, RECALL: 0.071641±0.0004, MAP: 0.038570±0.0005, MRR: 0.038570±0.0005, NDCG: 0.046408±0.0005, F1: 0.013026±0.0001, HIT_RATE: 0.071641±0.0004, ARHR: 0.038570±0.0005, RMSE: 0.902794±0.0005, NOVELTY: 0.006732±0.0000, AVERAGE_POPULARITY: 0.210941±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.989647±0.0001, DIVERSITY_HERFINDAHL: 0.998960±0.0000, COVERAGE_ITEM: 0.927407±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.388767±0.0008, SHANNON_ENTROPY: 12.441488±0.0040, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.70069113466035, 'feature_weighting': 'none'} - results: ROC_AUC: 0.057998±0.0008, PRECISION: 0.007794±0.0001, PRECISION_RECALL_MIN_DEN: 0.077937±0.0008, RECALL: 0.077937±0.0008, MAP: 0.042088±0.0006, MRR: 0.042088±0.0006, NDCG: 0.050593±0.0006, F1: 0.014170±0.0002, HIT_RATE: 0.077937±0.0008, ARHR: 0.042088±0.0006, RMSE: 0.996720±0.0001, NOVELTY: 0.006241±0.0000, AVERAGE_POPULARITY: 0.262553±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977670±0.0002, DIVERSITY_HERFINDAHL: 0.997763±0.0000, COVERAGE_ITEM: 0.513988±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156941±0.0009, SHANNON_ENTROPY: 10.425622±0.0103, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1000, 'shrink': 1209, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.873753154643047, 'feature_weighting': 'none'} - results: ROC_AUC: 0.047895±0.0010, PRECISION: 0.006646±0.0001, PRECISION_RECALL_MIN_DEN: 0.066463±0.0012, RECALL: 0.066463±0.0012, MAP: 0.035185±0.0008, MRR: 0.035185±0.0008, NDCG: 0.042542±0.0009, F1: 0.012084±0.0002, HIT_RATE: 0.066463±0.0012, ARHR: 0.035185±0.0008, RMSE: 0.964088±0.0002, NOVELTY: 0.005149±0.0000, AVERAGE_POPULARITY: 0.725577±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.728974±0.0005, DIVERSITY_HERFINDAHL: 0.972894±0.0001, COVERAGE_ITEM: 0.428948±0.0058, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.052975±0.0004, SHANNON_ENTROPY: 6.648600±0.0102, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.047893±0.0010, PRECISION: 0.006647±0.0001, PRECISION_RECALL_MIN_DEN: 0.066472±0.0012, RECALL: 0.066472±0.0012, MAP: 0.035207±0.0008, MRR: 0.035207±0.0008, NDCG: 0.042560±0.0009, F1: 0.012086±0.0002, HIT_RATE: 0.066472±0.0012, ARHR: 0.035207±0.0008, RMSE: 0.978219±0.0001, NOVELTY: 0.005149±0.0000, AVERAGE_POPULARITY: 0.725558±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.729041±0.0004, DIVERSITY_HERFINDAHL: 0.972901±0.0000, COVERAGE_ITEM: 0.429230±0.0059, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.052949±0.0004, SHANNON_ENTROPY: 6.648971±0.0100, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2, 'shrink': 1878, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7881100853921752, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056348±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995849±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268780±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583260±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156007±0.0006, SHANNON_ENTROPY: 10.540202±0.0083, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
