CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065232±0.0008, PRECISION: 0.008912±0.0001, PRECISION_RECALL_MIN_DEN: 0.089119±0.0008, RECALL: 0.089119±0.0008, MAP: 0.047555±0.0007, MRR: 0.047555±0.0007, NDCG: 0.057375±0.0006, F1: 0.016204±0.0001, HIT_RATE: 0.089119±0.0008, ARHR: 0.047555±0.0007, RMSE: 0.952255±0.0002, NOVELTY: 0.006189±0.0000, AVERAGE_POPULARITY: 0.355816±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.971073±0.0001, DIVERSITY_HERFINDAHL: 0.997103±0.0000, COVERAGE_ITEM: 0.727548±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201496±0.0005, SHANNON_ENTROPY: 10.700598±0.0030, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 261, 'shrink': 307, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064546±0.0011, PRECISION: 0.008857±0.0001, PRECISION_RECALL_MIN_DEN: 0.088570±0.0010, RECALL: 0.088570±0.0010, MAP: 0.046955±0.0009, MRR: 0.046955±0.0009, NDCG: 0.056779±0.0009, F1: 0.016104±0.0002, HIT_RATE: 0.088570±0.0010, ARHR: 0.046955±0.0009, RMSE: 0.955413±0.0003, NOVELTY: 0.006673±0.0000, AVERAGE_POPULARITY: 0.233392±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.989571±0.0001, DIVERSITY_HERFINDAHL: 0.998953±0.0000, COVERAGE_ITEM: 0.786158±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.289259±0.0006, SHANNON_ENTROPY: 11.851296±0.0034, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 748, 'shrink': 1502, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.053323±0.0010, PRECISION: 0.007357±0.0001, PRECISION_RECALL_MIN_DEN: 0.073575±0.0011, RECALL: 0.073575±0.0011, MAP: 0.039201±0.0009, MRR: 0.039201±0.0009, NDCG: 0.047294±0.0010, F1: 0.013377±0.0002, HIT_RATE: 0.073575±0.0011, ARHR: 0.039201±0.0009, RMSE: 0.981604±0.0001, NOVELTY: 0.005237±0.0000, AVERAGE_POPULARITY: 0.668226±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.814990±0.0003, DIVERSITY_HERFINDAHL: 0.981495±0.0000, COVERAGE_ITEM: 0.388667±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.056507±0.0004, SHANNON_ENTROPY: 7.260563±0.0091, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 220, 'shrink': 1323, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.057324±0.0011, PRECISION: 0.007913±0.0001, PRECISION_RECALL_MIN_DEN: 0.079126±0.0010, RECALL: 0.079126±0.0010, MAP: 0.041818±0.0010, MRR: 0.041818±0.0010, NDCG: 0.050615±0.0010, F1: 0.014386±0.0002, HIT_RATE: 0.079126±0.0010, ARHR: 0.041818±0.0010, RMSE: 0.901488±0.0006, NOVELTY: 0.005395±0.0000, AVERAGE_POPULARITY: 0.585364±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.892476±0.0004, DIVERSITY_HERFINDAHL: 0.989244±0.0000, COVERAGE_ITEM: 0.447310±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.076441±0.0005, SHANNON_ENTROPY: 8.201349±0.0090, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 581, 'shrink': 641, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064726±0.0006, PRECISION: 0.008869±0.0000, PRECISION_RECALL_MIN_DEN: 0.088694±0.0003, RECALL: 0.088694±0.0003, MAP: 0.047142±0.0006, MRR: 0.047142±0.0006, NDCG: 0.056953±0.0005, F1: 0.016126±0.0001, HIT_RATE: 0.088694±0.0003, ARHR: 0.047142±0.0006, RMSE: 0.960632±0.0002, NOVELTY: 0.005956±0.0000, AVERAGE_POPULARITY: 0.423707±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.954286±0.0002, DIVERSITY_HERFINDAHL: 0.995424±0.0000, COVERAGE_ITEM: 0.690911±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.161709±0.0006, SHANNON_ENTROPY: 10.027480±0.0030, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 847, 'shrink': 1822, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.052293±0.0009, PRECISION: 0.007220±0.0001, PRECISION_RECALL_MIN_DEN: 0.072200±0.0011, RECALL: 0.072200±0.0011, MAP: 0.038496±0.0009, MRR: 0.038496±0.0009, NDCG: 0.046429±0.0009, F1: 0.013127±0.0002, HIT_RATE: 0.072200±0.0011, ARHR: 0.038496±0.0009, RMSE: 0.983685±0.0001, NOVELTY: 0.005212±0.0000, AVERAGE_POPULARITY: 0.682732±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.798283±0.0004, DIVERSITY_HERFINDAHL: 0.979825±0.0000, COVERAGE_ITEM: 0.378394±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.053603±0.0003, SHANNON_ENTROPY: 7.096826±0.0078, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 928, 'shrink': 46, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.044131±0.0011, PRECISION: 0.006016±0.0001, PRECISION_RECALL_MIN_DEN: 0.060158±0.0013, RECALL: 0.060158±0.0013, MAP: 0.032302±0.0010, MRR: 0.032302±0.0010, NDCG: 0.038884±0.0011, F1: 0.010938±0.0002, HIT_RATE: 0.060158±0.0013, ARHR: 0.032302±0.0010, RMSE: 0.874060±0.0005, NOVELTY: 0.007422±0.0000, AVERAGE_POPULARITY: 0.108342±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997287±0.0000, DIVERSITY_HERFINDAHL: 0.999724±0.0000, COVERAGE_ITEM: 0.901671±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.451941±0.0010, SHANNON_ENTROPY: 13.107618±0.0023, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 17, 'shrink': 1167, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.063017±0.0010, PRECISION: 0.008708±0.0001, PRECISION_RECALL_MIN_DEN: 0.087080±0.0009, RECALL: 0.087080±0.0009, MAP: 0.045395±0.0008, MRR: 0.045395±0.0008, NDCG: 0.055235±0.0008, F1: 0.015833±0.0002, HIT_RATE: 0.087080±0.0009, ARHR: 0.045395±0.0008, RMSE: 0.951792±0.0004, NOVELTY: 0.005800±0.0000, AVERAGE_POPULARITY: 0.394305±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.970705±0.0002, DIVERSITY_HERFINDAHL: 0.997066±0.0000, COVERAGE_ITEM: 0.520735±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124116±0.0005, SHANNON_ENTROPY: 9.902855±0.0093, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 999, 'shrink': 1487, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.058435±0.0007, PRECISION: 0.008078±0.0001, PRECISION_RECALL_MIN_DEN: 0.080784±0.0009, RECALL: 0.080784±0.0009, MAP: 0.042679±0.0005, MRR: 0.042679±0.0005, NDCG: 0.051657±0.0006, F1: 0.014688±0.0002, HIT_RATE: 0.080784±0.0009, ARHR: 0.042679±0.0005, RMSE: 0.974154±0.0001, NOVELTY: 0.005514±0.0000, AVERAGE_POPULARITY: 0.577864±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.884160±0.0005, DIVERSITY_HERFINDAHL: 0.988412±0.0000, COVERAGE_ITEM: 0.577443±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.095472±0.0004, SHANNON_ENTROPY: 8.400619±0.0029, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 349, 'shrink': 605, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.059342±0.0011, PRECISION: 0.008154±0.0001, PRECISION_RECALL_MIN_DEN: 0.081538±0.0010, RECALL: 0.081538±0.0010, MAP: 0.043447±0.0008, MRR: 0.043447±0.0008, NDCG: 0.052434±0.0009, F1: 0.014825±0.0002, HIT_RATE: 0.081538±0.0010, ARHR: 0.043447±0.0008, RMSE: 0.847085±0.0012, NOVELTY: 0.005422±0.0000, AVERAGE_POPULARITY: 0.568777±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.900577±0.0003, DIVERSITY_HERFINDAHL: 0.990054±0.0000, COVERAGE_ITEM: 0.443752±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077210±0.0005, SHANNON_ENTROPY: 8.307656±0.0083, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 539, 'shrink': 1518, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.062459±0.0007, PRECISION: 0.008623±0.0001, PRECISION_RECALL_MIN_DEN: 0.086229±0.0008, RECALL: 0.086229±0.0008, MAP: 0.045234±0.0005, MRR: 0.045234±0.0005, NDCG: 0.054907±0.0005, F1: 0.015678±0.0001, HIT_RATE: 0.086229±0.0008, ARHR: 0.045234±0.0005, RMSE: 0.978774±0.0001, NOVELTY: 0.005686±0.0000, AVERAGE_POPULARITY: 0.514825±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.920664±0.0002, DIVERSITY_HERFINDAHL: 0.992062±0.0000, COVERAGE_ITEM: 0.633663±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120668±0.0005, SHANNON_ENTROPY: 9.113097±0.0035, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 934, 'shrink': 1031, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.054553±0.0010, PRECISION: 0.007537±0.0001, PRECISION_RECALL_MIN_DEN: 0.075366±0.0009, RECALL: 0.075366±0.0009, MAP: 0.040085±0.0009, MRR: 0.040085±0.0009, NDCG: 0.048391±0.0009, F1: 0.013703±0.0002, HIT_RATE: 0.075366±0.0009, ARHR: 0.040085±0.0009, RMSE: 0.975683±0.0001, NOVELTY: 0.005255±0.0000, AVERAGE_POPULARITY: 0.657028±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.823827±0.0007, DIVERSITY_HERFINDAHL: 0.982379±0.0001, COVERAGE_ITEM: 0.388570±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.057812±0.0004, SHANNON_ENTROPY: 7.358767±0.0088, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 772, 'shrink': 1504, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.053191±0.0009, PRECISION: 0.007334±0.0001, PRECISION_RECALL_MIN_DEN: 0.073335±0.0011, RECALL: 0.073335±0.0011, MAP: 0.039118±0.0009, MRR: 0.039118±0.0009, NDCG: 0.047176±0.0009, F1: 0.013334±0.0002, HIT_RATE: 0.073335±0.0011, ARHR: 0.039118±0.0009, RMSE: 0.884193±0.0007, NOVELTY: 0.005234±0.0000, AVERAGE_POPULARITY: 0.669625±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.813519±0.0004, DIVERSITY_HERFINDAHL: 0.981348±0.0000, COVERAGE_ITEM: 0.387186±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.056137±0.0004, SHANNON_ENTROPY: 7.243086±0.0092, 
CrossSearchBayesianSkopt: New best config found. Config 40: {'topK': 5, 'shrink': 1828, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072706±0.0010, PRECISION: 0.009716±0.0001, PRECISION_RECALL_MIN_DEN: 0.097162±0.0011, RECALL: 0.097162±0.0011, MAP: 0.052803±0.0007, MRR: 0.052803±0.0007, NDCG: 0.063343±0.0008, F1: 0.017666±0.0002, HIT_RATE: 0.097162±0.0011, ARHR: 0.052803±0.0007, RMSE: 0.995191±0.0000, NOVELTY: 0.006692±0.0000, AVERAGE_POPULARITY: 0.183188±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990186±0.0001, DIVERSITY_HERFINDAHL: 0.999014±0.0000, COVERAGE_ITEM: 0.768056±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258281±0.0010, SHANNON_ENTROPY: 11.746973±0.0070, 
CrossSearchBayesianSkopt: New best config found. Config 41: {'topK': 17, 'shrink': 1990, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073199±0.0009, PRECISION: 0.009940±0.0001, PRECISION_RECALL_MIN_DEN: 0.099397±0.0011, RECALL: 0.099397±0.0011, MAP: 0.053021±0.0008, MRR: 0.053021±0.0008, NDCG: 0.064002±0.0008, F1: 0.018072±0.0002, HIT_RATE: 0.099397±0.0011, ARHR: 0.053021±0.0008, RMSE: 0.994282±0.0000, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.216504±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990956±0.0000, DIVERSITY_HERFINDAHL: 0.999091±0.0000, COVERAGE_ITEM: 0.784828±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.259768±0.0007, SHANNON_ENTROPY: 11.757926±0.0040, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 13, 'shrink': 443, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.067204±0.0009, PRECISION: 0.009285±0.0001, PRECISION_RECALL_MIN_DEN: 0.092853±0.0008, RECALL: 0.092853±0.0008, MAP: 0.048263±0.0008, MRR: 0.048263±0.0008, NDCG: 0.058796±0.0008, F1: 0.016882±0.0001, HIT_RATE: 0.092853±0.0008, ARHR: 0.048263±0.0008, RMSE: 0.988991±0.0001, NOVELTY: 0.005895±0.0000, AVERAGE_POPULARITY: 0.352290±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.978352±0.0001, DIVERSITY_HERFINDAHL: 0.997831±0.0000, COVERAGE_ITEM: 0.501941±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131728±0.0006, SHANNON_ENTROPY: 10.154300±0.0061, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 21, 'shrink': 1989, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073225±0.0008, PRECISION: 0.009917±0.0001, PRECISION_RECALL_MIN_DEN: 0.099166±0.0009, RECALL: 0.099166±0.0009, MAP: 0.053005±0.0007, MRR: 0.053005±0.0007, NDCG: 0.063944±0.0007, F1: 0.018030±0.0002, HIT_RATE: 0.099166±0.0009, ARHR: 0.053005±0.0007, RMSE: 0.993999±0.0000, NOVELTY: 0.006569±0.0000, AVERAGE_POPULARITY: 0.226653±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.990231±0.0000, DIVERSITY_HERFINDAHL: 0.999019±0.0000, COVERAGE_ITEM: 0.782341±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.253645±0.0006, SHANNON_ENTROPY: 11.691762±0.0026, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 7, 'shrink': 1996, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073103±0.0011, PRECISION: 0.009799±0.0001, PRECISION_RECALL_MIN_DEN: 0.097987±0.0012, RECALL: 0.097987±0.0012, MAP: 0.052905±0.0008, MRR: 0.052905±0.0008, NDCG: 0.063613±0.0009, F1: 0.017816±0.0002, HIT_RATE: 0.097987±0.0012, ARHR: 0.052905±0.0008, RMSE: 0.995231±0.0000, NOVELTY: 0.006677±0.0000, AVERAGE_POPULARITY: 0.190742±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.991095±0.0001, DIVERSITY_HERFINDAHL: 0.999105±0.0000, COVERAGE_ITEM: 0.776275±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.263729±0.0007, SHANNON_ENTROPY: 11.788775±0.0040, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 1990, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062047±0.0013, PRECISION: 0.008538±0.0001, PRECISION_RECALL_MIN_DEN: 0.085377±0.0014, RECALL: 0.085377±0.0014, MAP: 0.044729±0.0010, MRR: 0.044729±0.0010, NDCG: 0.054330±0.0011, F1: 0.015523±0.0002, HIT_RATE: 0.085377±0.0014, ARHR: 0.044729±0.0010, RMSE: 0.974435±0.0002, NOVELTY: 0.006025±0.0000, AVERAGE_POPULARITY: 0.332879±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977065±0.0002, DIVERSITY_HERFINDAHL: 0.997702±0.0000, COVERAGE_ITEM: 0.495085±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137202±0.0006, SHANNON_ENTROPY: 10.141803±0.0065, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 6, 'shrink': 7, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.066074±0.0008, PRECISION: 0.009095±0.0001, PRECISION_RECALL_MIN_DEN: 0.090946±0.0010, RECALL: 0.090946±0.0010, MAP: 0.047453±0.0006, MRR: 0.047453±0.0006, NDCG: 0.057736±0.0007, F1: 0.016536±0.0002, HIT_RATE: 0.090946±0.0010, ARHR: 0.047453±0.0006, RMSE: 0.980957±0.0002, NOVELTY: 0.006925±0.0000, AVERAGE_POPULARITY: 0.163199±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990333±0.0001, DIVERSITY_HERFINDAHL: 0.999029±0.0000, COVERAGE_ITEM: 0.844401±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.317114±0.0006, SHANNON_ENTROPY: 12.101275±0.0031, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 967, 'shrink': 1, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.057906±0.0010, PRECISION: 0.007872±0.0001, PRECISION_RECALL_MIN_DEN: 0.078718±0.0008, RECALL: 0.078718±0.0008, MAP: 0.042190±0.0011, MRR: 0.042190±0.0011, NDCG: 0.050834±0.0010, F1: 0.014312±0.0002, HIT_RATE: 0.078718±0.0008, ARHR: 0.042190±0.0011, RMSE: 0.756993±0.0011, NOVELTY: 0.006391±0.0000, AVERAGE_POPULARITY: 0.269671±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977847±0.0002, DIVERSITY_HERFINDAHL: 0.997780±0.0000, COVERAGE_ITEM: 0.891949±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.291448±0.0008, SHANNON_ENTROPY: 11.621197±0.0045, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 21, 'shrink': 1, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.058615±0.0008, PRECISION: 0.008032±0.0001, PRECISION_RECALL_MIN_DEN: 0.080323±0.0011, RECALL: 0.080323±0.0011, MAP: 0.042435±0.0010, MRR: 0.042435±0.0010, NDCG: 0.051395±0.0010, F1: 0.014604±0.0002, HIT_RATE: 0.080323±0.0011, ARHR: 0.042435±0.0010, RMSE: 0.974915±0.0002, NOVELTY: 0.006960±0.0000, AVERAGE_POPULARITY: 0.157676±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.994912±0.0000, DIVERSITY_HERFINDAHL: 0.999487±0.0000, COVERAGE_ITEM: 0.908656±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.384348±0.0006, SHANNON_ENTROPY: 12.652201±0.0035, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 4, 'shrink': 1991, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072267±0.0009, PRECISION: 0.009650±0.0001, PRECISION_RECALL_MIN_DEN: 0.096497±0.0011, RECALL: 0.096497±0.0011, MAP: 0.052568±0.0007, MRR: 0.052568±0.0007, NDCG: 0.063006±0.0008, F1: 0.017545±0.0002, HIT_RATE: 0.096497±0.0011, ARHR: 0.052568±0.0007, RMSE: 0.995730±0.0000, NOVELTY: 0.006686±0.0000, AVERAGE_POPULARITY: 0.182657±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.988756±0.0001, DIVERSITY_HERFINDAHL: 0.998871±0.0000, COVERAGE_ITEM: 0.755934±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248878±0.0011, SHANNON_ENTROPY: 11.656912±0.0061, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
