CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.9833509727730589, 'tversky_beta': 0.17664309285754423} - results: ROC_AUC: 0.067653±0.0008, PRECISION: 0.009216±0.0001, PRECISION_RECALL_MIN_DEN: 0.092161±0.0006, RECALL: 0.092161±0.0006, MAP: 0.049341±0.0006, MRR: 0.049341±0.0006, NDCG: 0.059465±0.0006, F1: 0.016757±0.0001, HIT_RATE: 0.092161±0.0006, ARHR: 0.049341±0.0006, RMSE: 0.940372±0.0002, NOVELTY: 0.006099±0.0000, AVERAGE_POPULARITY: 0.361623±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.970965±0.0002, DIVERSITY_HERFINDAHL: 0.997092±0.0000, COVERAGE_ITEM: 0.702741±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.178715±0.0006, SHANNON_ENTROPY: 10.507890±0.0043, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 477, 'shrink': 1988, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.6664943468315316, 'tversky_beta': 0.8824267136176185} - results: ROC_AUC: 0.064768±0.0008, PRECISION: 0.008890±0.0001, PRECISION_RECALL_MIN_DEN: 0.088898±0.0010, RECALL: 0.088898±0.0010, MAP: 0.047137±0.0005, MRR: 0.047137±0.0005, NDCG: 0.056998±0.0005, F1: 0.016163±0.0002, HIT_RATE: 0.088898±0.0010, ARHR: 0.047137±0.0005, RMSE: 0.984139±0.0001, NOVELTY: 0.005763±0.0000, AVERAGE_POPULARITY: 0.483262±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.934979±0.0001, DIVERSITY_HERFINDAHL: 0.993494±0.0000, COVERAGE_ITEM: 0.648846±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130862±0.0005, SHANNON_ENTROPY: 9.413840±0.0038, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 719, 'shrink': 1869, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.7659079591692219, 'tversky_beta': 1.5432492655306724} - results: ROC_AUC: 0.051987±0.0010, PRECISION: 0.007191±0.0001, PRECISION_RECALL_MIN_DEN: 0.071907±0.0014, RECALL: 0.071907±0.0014, MAP: 0.038308±0.0009, MRR: 0.038308±0.0009, NDCG: 0.046211±0.0010, F1: 0.013074±0.0003, HIT_RATE: 0.071907±0.0014, ARHR: 0.038308±0.0009, RMSE: 0.902271±0.0006, NOVELTY: 0.005208±0.0000, AVERAGE_POPULARITY: 0.687093±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.794285±0.0002, DIVERSITY_HERFINDAHL: 0.979425±0.0000, COVERAGE_ITEM: 0.384947±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.054060±0.0004, SHANNON_ENTROPY: 7.071112±0.0093, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 753, 'shrink': 1274, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.6248159982289757, 'tversky_beta': 1.4707288758570483} - results: ROC_AUC: 0.059115±0.0008, PRECISION: 0.008219±0.0001, PRECISION_RECALL_MIN_DEN: 0.082194±0.0009, RECALL: 0.082194±0.0009, MAP: 0.043227±0.0005, MRR: 0.043227±0.0005, NDCG: 0.052395±0.0006, F1: 0.014944±0.0002, HIT_RATE: 0.082194±0.0009, ARHR: 0.043227±0.0005, RMSE: 0.972791±0.0001, NOVELTY: 0.005560±0.0000, AVERAGE_POPULARITY: 0.565268±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.892343±0.0004, DIVERSITY_HERFINDAHL: 0.989230±0.0000, COVERAGE_ITEM: 0.599535±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103385±0.0003, SHANNON_ENTROPY: 8.583007±0.0037, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 403, 'shrink': 630, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.07183731656220217, 'tversky_beta': 1.4331332195494844} - results: ROC_AUC: 0.052854±0.0011, PRECISION: 0.007402±0.0001, PRECISION_RECALL_MIN_DEN: 0.074018±0.0013, RECALL: 0.074018±0.0013, MAP: 0.038594±0.0008, MRR: 0.038594±0.0008, NDCG: 0.046916±0.0009, F1: 0.013458±0.0002, HIT_RATE: 0.074018±0.0013, ARHR: 0.038594±0.0008, RMSE: 0.969089±0.0002, NOVELTY: 0.005243±0.0000, AVERAGE_POPULARITY: 0.670061±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.822299±0.0002, DIVERSITY_HERFINDAHL: 0.982226±0.0000, COVERAGE_ITEM: 0.409743±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.059377±0.0004, SHANNON_ENTROPY: 7.324127±0.0082, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 216, 'shrink': 299, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.1067470594376134, 'tversky_beta': 0.19926176693898118} - results: ROC_AUC: 0.063791±0.0009, PRECISION: 0.008802±0.0001, PRECISION_RECALL_MIN_DEN: 0.088020±0.0009, RECALL: 0.088020±0.0009, MAP: 0.046077±0.0008, MRR: 0.046077±0.0008, NDCG: 0.055984±0.0008, F1: 0.016004±0.0002, HIT_RATE: 0.088020±0.0009, ARHR: 0.046077±0.0008, RMSE: 0.803433±0.0012, NOVELTY: 0.005693±0.0000, AVERAGE_POPULARITY: 0.428992±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.958541±0.0003, DIVERSITY_HERFINDAHL: 0.995850±0.0000, COVERAGE_ITEM: 0.479146±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104823±0.0005, SHANNON_ENTROPY: 9.439948±0.0094, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 121, 'shrink': 1904, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.044491064073358, 'tversky_beta': 0.13452074184497123} - results: ROC_AUC: 0.070516±0.0007, PRECISION: 0.009672±0.0001, PRECISION_RECALL_MIN_DEN: 0.096719±0.0011, RECALL: 0.096719±0.0011, MAP: 0.050984±0.0006, MRR: 0.050984±0.0006, NDCG: 0.061794±0.0006, F1: 0.017585±0.0002, HIT_RATE: 0.096719±0.0011, ARHR: 0.050984±0.0006, RMSE: 0.988370±0.0001, NOVELTY: 0.006079±0.0000, AVERAGE_POPULARITY: 0.373716±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.968996±0.0002, DIVERSITY_HERFINDAHL: 0.996895±0.0000, COVERAGE_ITEM: 0.711100±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.176386±0.0002, SHANNON_ENTROPY: 10.473435±0.0045, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 506, 'shrink': 866, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.1714285269161908, 'tversky_beta': 0.9277639309771455} - results: ROC_AUC: 0.066102±0.0007, PRECISION: 0.009062±0.0001, PRECISION_RECALL_MIN_DEN: 0.090618±0.0008, RECALL: 0.090618±0.0008, MAP: 0.048119±0.0006, MRR: 0.048119±0.0006, NDCG: 0.058157±0.0006, F1: 0.016476±0.0001, HIT_RATE: 0.090618±0.0008, ARHR: 0.048119±0.0006, RMSE: 0.968963±0.0001, NOVELTY: 0.005925±0.0000, AVERAGE_POPULARITY: 0.430198±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.952845±0.0001, DIVERSITY_HERFINDAHL: 0.995280±0.0000, COVERAGE_ITEM: 0.683201±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155633±0.0006, SHANNON_ENTROPY: 9.945877±0.0050, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 307, 'shrink': 1018, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.1079882362742737, 'tversky_beta': 0.47209457458111903} - results: ROC_AUC: 0.062167±0.0010, PRECISION: 0.008659±0.0001, PRECISION_RECALL_MIN_DEN: 0.086592±0.0011, RECALL: 0.086592±0.0011, MAP: 0.044866±0.0006, MRR: 0.044866±0.0006, NDCG: 0.054698±0.0007, F1: 0.015744±0.0002, HIT_RATE: 0.086592±0.0011, ARHR: 0.044866±0.0006, RMSE: 0.969649±0.0001, NOVELTY: 0.005678±0.0000, AVERAGE_POPULARITY: 0.524109±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.915129±0.0003, DIVERSITY_HERFINDAHL: 0.991509±0.0000, COVERAGE_ITEM: 0.638140±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122624±0.0005, SHANNON_ENTROPY: 9.073474±0.0078, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 273, 'shrink': 504, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.5956170546320322, 'tversky_beta': 1.7960020631347824} - results: ROC_AUC: 0.059583±0.0011, PRECISION: 0.008235±0.0002, PRECISION_RECALL_MIN_DEN: 0.082353±0.0015, RECALL: 0.082353±0.0015, MAP: 0.043573±0.0009, MRR: 0.043573±0.0009, NDCG: 0.052713±0.0011, F1: 0.014973±0.0003, HIT_RATE: 0.082353±0.0015, ARHR: 0.043573±0.0009, RMSE: 0.865643±0.0012, NOVELTY: 0.005396±0.0000, AVERAGE_POPULARITY: 0.584705±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.894224±0.0002, DIVERSITY_HERFINDAHL: 0.989418±0.0000, COVERAGE_ITEM: 0.440249±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.074869±0.0005, SHANNON_ENTROPY: 8.198424±0.0062, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 542, 'shrink': 610, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.0361590990936476, 'tversky_beta': 0.9442781267120846} - results: ROC_AUC: 0.066085±0.0006, PRECISION: 0.009062±0.0001, PRECISION_RECALL_MIN_DEN: 0.090618±0.0007, RECALL: 0.090618±0.0007, MAP: 0.048248±0.0005, MRR: 0.048248±0.0005, NDCG: 0.058249±0.0005, F1: 0.016476±0.0001, HIT_RATE: 0.090618±0.0007, ARHR: 0.048248±0.0005, RMSE: 0.959444±0.0002, NOVELTY: 0.006008±0.0000, AVERAGE_POPULARITY: 0.405826±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.959473±0.0002, DIVERSITY_HERFINDAHL: 0.995943±0.0000, COVERAGE_ITEM: 0.698329±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169464±0.0007, SHANNON_ENTROPY: 10.192612±0.0034, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 415, 'shrink': 1910, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.3605122806017272, 'tversky_beta': 1.9536472888358611} - results: ROC_AUC: 0.061263±0.0008, PRECISION: 0.008501±0.0001, PRECISION_RECALL_MIN_DEN: 0.085014±0.0012, RECALL: 0.085014±0.0012, MAP: 0.044353±0.0005, MRR: 0.044353±0.0005, NDCG: 0.053940±0.0006, F1: 0.015457±0.0002, HIT_RATE: 0.085014±0.0012, ARHR: 0.044353±0.0005, RMSE: 0.983799±0.0001, NOVELTY: 0.005649±0.0000, AVERAGE_POPULARITY: 0.535640±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.909230±0.0002, DIVERSITY_HERFINDAHL: 0.990919±0.0000, COVERAGE_ITEM: 0.631911±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118157±0.0006, SHANNON_ENTROPY: 8.947755±0.0082, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 540, 'shrink': 94, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.1674490851283406, 'tversky_beta': 1.4688543893799588} - results: ROC_AUC: 0.067425±0.0011, PRECISION: 0.009179±0.0001, PRECISION_RECALL_MIN_DEN: 0.091789±0.0014, RECALL: 0.091789±0.0014, MAP: 0.049079±0.0008, MRR: 0.049079±0.0008, NDCG: 0.059184±0.0009, F1: 0.016689±0.0003, HIT_RATE: 0.091789±0.0014, ARHR: 0.049079±0.0008, RMSE: 0.804165±0.0014, NOVELTY: 0.005790±0.0000, AVERAGE_POPULARITY: 0.446638±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.945100±0.0002, DIVERSITY_HERFINDAHL: 0.994506±0.0000, COVERAGE_ITEM: 0.627489±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127920±0.0005, SHANNON_ENTROPY: 9.588493±0.0038, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 295, 'shrink': 775, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.3724997028045503, 'tversky_beta': 1.7991920195770073} - results: ROC_AUC: 0.056178±0.0011, PRECISION: 0.007751±0.0001, PRECISION_RECALL_MIN_DEN: 0.077512±0.0010, RECALL: 0.077512±0.0010, MAP: 0.040973±0.0008, MRR: 0.040973±0.0008, NDCG: 0.049587±0.0009, F1: 0.014093±0.0002, HIT_RATE: 0.077512±0.0010, ARHR: 0.040973±0.0008, RMSE: 0.978270±0.0001, NOVELTY: 0.005321±0.0000, AVERAGE_POPULARITY: 0.625557±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.864238±0.0003, DIVERSITY_HERFINDAHL: 0.986420±0.0000, COVERAGE_ITEM: 0.428018±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.067689±0.0005, SHANNON_ENTROPY: 7.800347±0.0073, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 280, 'shrink': 328, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.4859791626653165, 'tversky_beta': 1.1629984652700254} - results: ROC_AUC: 0.065205±0.0012, PRECISION: 0.008917±0.0001, PRECISION_RECALL_MIN_DEN: 0.089173±0.0011, RECALL: 0.089173±0.0011, MAP: 0.047281±0.0011, MRR: 0.047281±0.0011, NDCG: 0.057189±0.0011, F1: 0.016213±0.0002, HIT_RATE: 0.089173±0.0011, ARHR: 0.047281±0.0011, RMSE: 0.843515±0.0012, NOVELTY: 0.005644±0.0000, AVERAGE_POPULARITY: 0.466313±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.946260±0.0003, DIVERSITY_HERFINDAHL: 0.994622±0.0000, COVERAGE_ITEM: 0.495604±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.102303±0.0005, SHANNON_ENTROPY: 9.236248±0.0081, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.021961±0.0005, PRECISION: 0.003925±0.0001, PRECISION_RECALL_MIN_DEN: 0.039248±0.0007, RECALL: 0.039248±0.0007, MAP: 0.012593±0.0004, MRR: 0.012593±0.0004, NDCG: 0.018764±0.0004, F1: 0.007136±0.0001, HIT_RATE: 0.039248±0.0007, ARHR: 0.012593±0.0004, RMSE: 0.976171±0.0009, NOVELTY: 0.005102±0.0000, AVERAGE_POPULARITY: 0.021560±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.987435±0.0000, DIVERSITY_HERFINDAHL: 0.998739±0.0000, COVERAGE_ITEM: 0.845969±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.366884±0.0006, SHANNON_ENTROPY: 12.467338±0.0036, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.061701±0.0006, PRECISION: 0.008346±0.0001, PRECISION_RECALL_MIN_DEN: 0.083462±0.0009, RECALL: 0.083462±0.0009, MAP: 0.044753±0.0006, MRR: 0.044753±0.0006, NDCG: 0.053926±0.0006, F1: 0.015175±0.0002, HIT_RATE: 0.083462±0.0009, ARHR: 0.044753±0.0006, RMSE: 0.997624±0.0000, NOVELTY: 0.006272±0.0000, AVERAGE_POPULARITY: 0.259137±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.978723±0.0002, DIVERSITY_HERFINDAHL: 0.997868±0.0000, COVERAGE_ITEM: 0.439805±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.162371±0.0009, SHANNON_ENTROPY: 10.389042±0.0076, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.5731851226623004, 'tversky_beta': 0.0} - results: ROC_AUC: 0.021979±0.0009, PRECISION: 0.003653±0.0001, PRECISION_RECALL_MIN_DEN: 0.036535±0.0010, RECALL: 0.036535±0.0010, MAP: 0.013747±0.0008, MRR: 0.013747±0.0008, NDCG: 0.019034±0.0008, F1: 0.006643±0.0002, HIT_RATE: 0.036535±0.0010, ARHR: 0.013747±0.0008, RMSE: 0.948965±0.0007, NOVELTY: 0.004525±0.0000, AVERAGE_POPULARITY: 0.025357±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.984957±0.0000, DIVERSITY_HERFINDAHL: 0.998491±0.0000, COVERAGE_ITEM: 0.736534±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242182±0.0008, SHANNON_ENTROPY: 11.635596±0.0041, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.7216554084246525, 'tversky_beta': 2.0} - results: ROC_AUC: 0.061614±0.0006, PRECISION: 0.008332±0.0001, PRECISION_RECALL_MIN_DEN: 0.083320±0.0009, RECALL: 0.083320±0.0009, MAP: 0.044703±0.0006, MRR: 0.044703±0.0006, NDCG: 0.053854±0.0006, F1: 0.015149±0.0002, HIT_RATE: 0.083320±0.0009, ARHR: 0.044703±0.0006, RMSE: 0.982663±0.0002, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.260154±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.978697±0.0002, DIVERSITY_HERFINDAHL: 0.997865±0.0000, COVERAGE_ITEM: 0.439676±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.162109±0.0010, SHANNON_ENTROPY: 10.385529±0.0080, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.019653±0.0007, PRECISION: 0.003495±0.0001, PRECISION_RECALL_MIN_DEN: 0.034947±0.0011, RECALL: 0.034947±0.0011, MAP: 0.011198±0.0004, MRR: 0.011198±0.0004, NDCG: 0.016699±0.0006, F1: 0.006354±0.0002, HIT_RATE: 0.034947±0.0011, ARHR: 0.011198±0.0004, RMSE: 0.977620±0.0004, NOVELTY: 0.004439±0.0000, AVERAGE_POPULARITY: 0.022961±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.984849±0.0000, DIVERSITY_HERFINDAHL: 0.998480±0.0000, COVERAGE_ITEM: 0.728121±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.241049±0.0006, SHANNON_ENTROPY: 11.610000±0.0041, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.27939139355331516} - results: ROC_AUC: 0.067722±0.0010, PRECISION: 0.008749±0.0001, PRECISION_RECALL_MIN_DEN: 0.087488±0.0013, RECALL: 0.087488±0.0013, MAP: 0.050358±0.0008, MRR: 0.050358±0.0008, NDCG: 0.059225±0.0009, F1: 0.015907±0.0002, HIT_RATE: 0.087488±0.0013, ARHR: 0.050358±0.0008, RMSE: 0.996022±0.0001, NOVELTY: 0.006664±0.0000, AVERAGE_POPULARITY: 0.184095±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.979751±0.0001, DIVERSITY_HERFINDAHL: 0.997971±0.0000, COVERAGE_ITEM: 0.671803±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217144±0.0005, SHANNON_ENTROPY: 11.214888±0.0057, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.030322±0.0008, PRECISION: 0.004032±0.0001, PRECISION_RECALL_MIN_DEN: 0.040321±0.0007, RECALL: 0.040321±0.0007, MAP: 0.022495±0.0007, MRR: 0.022495±0.0007, NDCG: 0.026724±0.0007, F1: 0.007331±0.0001, HIT_RATE: 0.040321±0.0007, ARHR: 0.022495±0.0007, RMSE: 0.908813±0.0006, NOVELTY: 0.006949±0.0000, AVERAGE_POPULARITY: 0.058775±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998615±0.0000, DIVERSITY_HERFINDAHL: 0.999857±0.0000, COVERAGE_ITEM: 0.936480±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.505701±0.0015, SHANNON_ENTROPY: 13.435705±0.0049, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 544, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.2708305385817542} - results: ROC_AUC: 0.055907±0.0009, PRECISION: 0.007712±0.0001, PRECISION_RECALL_MIN_DEN: 0.077122±0.0010, RECALL: 0.077122±0.0010, MAP: 0.041011±0.0008, MRR: 0.041011±0.0008, NDCG: 0.049521±0.0008, F1: 0.014022±0.0002, HIT_RATE: 0.077122±0.0010, ARHR: 0.041011±0.0008, RMSE: 0.906859±0.0005, NOVELTY: 0.005319±0.0000, AVERAGE_POPULARITY: 0.618925±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.863230±0.0001, DIVERSITY_HERFINDAHL: 0.986319±0.0000, COVERAGE_ITEM: 0.412230±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064665±0.0005, SHANNON_ENTROPY: 7.763378±0.0084, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.055850±0.0010, PRECISION: 0.007591±0.0001, PRECISION_RECALL_MIN_DEN: 0.075907±0.0009, RECALL: 0.075907±0.0009, MAP: 0.040831±0.0009, MRR: 0.040831±0.0009, NDCG: 0.049127±0.0009, F1: 0.013801±0.0002, HIT_RATE: 0.075907±0.0009, ARHR: 0.040831±0.0009, RMSE: 0.957603±0.0002, NOVELTY: 0.006517±0.0000, AVERAGE_POPULARITY: 0.225796±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.984528±0.0001, DIVERSITY_HERFINDAHL: 0.998448±0.0000, COVERAGE_ITEM: 0.892382±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.323039±0.0006, SHANNON_ENTROPY: 12.011349±0.0014, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.926597074425476} - results: ROC_AUC: 0.061566±0.0010, PRECISION: 0.008493±0.0001, PRECISION_RECALL_MIN_DEN: 0.084925±0.0012, RECALL: 0.084925±0.0012, MAP: 0.043562±0.0007, MRR: 0.043562±0.0007, NDCG: 0.053354±0.0007, F1: 0.015441±0.0002, HIT_RATE: 0.084925±0.0012, ARHR: 0.043562±0.0007, RMSE: 0.949092±0.0015, NOVELTY: 0.007040±0.0000, AVERAGE_POPULARITY: 0.139242±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.971170±0.0003, DIVERSITY_HERFINDAHL: 0.997113±0.0000, COVERAGE_ITEM: 0.778643±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.260612±0.0007, SHANNON_ENTROPY: 11.463714±0.0067, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.2391327268679646} - results: ROC_AUC: 0.068312±0.0008, PRECISION: 0.008861±0.0001, PRECISION_RECALL_MIN_DEN: 0.088614±0.0010, RECALL: 0.088614±0.0010, MAP: 0.050572±0.0007, MRR: 0.050572±0.0007, NDCG: 0.059653±0.0007, F1: 0.016112±0.0002, HIT_RATE: 0.088614±0.0010, ARHR: 0.050572±0.0007, RMSE: 0.996679±0.0000, NOVELTY: 0.006751±0.0000, AVERAGE_POPULARITY: 0.158247±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.983535±0.0001, DIVERSITY_HERFINDAHL: 0.998349±0.0000, COVERAGE_ITEM: 0.707575±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246007±0.0008, SHANNON_ENTROPY: 11.552998±0.0062, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 2, 'shrink': 1106, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.29296500305941686} - results: ROC_AUC: 0.066909±0.0007, PRECISION: 0.008654±0.0001, PRECISION_RECALL_MIN_DEN: 0.086539±0.0009, RECALL: 0.086539±0.0009, MAP: 0.049431±0.0006, MRR: 0.049431±0.0006, NDCG: 0.058300±0.0007, F1: 0.015734±0.0002, HIT_RATE: 0.086539±0.0009, ARHR: 0.049431±0.0006, RMSE: 0.994455±0.0001, NOVELTY: 0.006779±0.0000, AVERAGE_POPULARITY: 0.151440±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.981427±0.0001, DIVERSITY_HERFINDAHL: 0.998138±0.0000, COVERAGE_ITEM: 0.695561±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242590±0.0005, SHANNON_ENTROPY: 11.477844±0.0056, 
