CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6803447963711181, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073387±0.0005, PRECISION: 0.009985±0.0001, PRECISION_RECALL_MIN_DEN: 0.099852±0.0006, RECALL: 0.099852±0.0006, MAP: 0.053483±0.0005, MRR: 0.053483±0.0005, NDCG: 0.064448±0.0005, F1: 0.018155±0.0001, HIT_RATE: 0.099852±0.0006, ARHR: 0.053483±0.0005, RMSE: 0.962369±0.0002, NOVELTY: 0.005703±0.0000, AVERAGE_POPULARITY: 0.472488±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.943153±0.0005, DIVERSITY_HERFINDAHL: 0.994310±0.0000, COVERAGE_ITEM: 0.448748±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132365±0.0009, SHANNON_ENTROPY: 9.430166±0.0106, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 149, 'shrink': 231, 'normalize': True, 'alpha_weight': 0.38, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1067013843229419, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.023690±0.0008, PRECISION: 0.003439±0.0001, PRECISION_RECALL_MIN_DEN: 0.034389±0.0013, RECALL: 0.034389±0.0013, MAP: 0.016000±0.0005, MRR: 0.016000±0.0005, NDCG: 0.020334±0.0007, F1: 0.006253±0.0002, HIT_RATE: 0.034389±0.0013, ARHR: 0.016000±0.0005, RMSE: 0.964150±0.0002, NOVELTY: 0.003829±0.0000, AVERAGE_POPULARITY: 0.017257±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.997940±0.0000, DIVERSITY_HERFINDAHL: 0.999788±0.0000, COVERAGE_ITEM: 0.804228±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.405793±0.0013, SHANNON_ENTROPY: 12.924342±0.0036, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 72, 'shrink': 1332, 'normalize': True, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7701994485005512, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064234±0.0010, PRECISION: 0.008537±0.0001, PRECISION_RECALL_MIN_DEN: 0.085374±0.0011, RECALL: 0.085374±0.0011, MAP: 0.047106±0.0009, MRR: 0.047106±0.0009, NDCG: 0.056199±0.0009, F1: 0.015523±0.0002, HIT_RATE: 0.085374±0.0011, ARHR: 0.047106±0.0009, RMSE: 0.878783±0.0027, NOVELTY: 0.005304±0.0000, AVERAGE_POPULARITY: 0.138879±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.995034±0.0000, DIVERSITY_HERFINDAHL: 0.999498±0.0000, COVERAGE_ITEM: 0.830030±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.325381±0.0012, SHANNON_ENTROPY: 12.400118±0.0047, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 14, 'shrink': 1365, 'normalize': True, 'alpha_weight': 1.1, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.33132977543856695, 'feature_weighting': 'none'} - results: ROC_AUC: 0.068288±0.0016, PRECISION: 0.009303±0.0001, PRECISION_RECALL_MIN_DEN: 0.093029±0.0012, RECALL: 0.093029±0.0012, MAP: 0.050049±0.0014, MRR: 0.050049±0.0014, NDCG: 0.060202±0.0013, F1: 0.016914±0.0002, HIT_RATE: 0.093029±0.0012, ARHR: 0.050049±0.0014, RMSE: 0.952564±0.0008, NOVELTY: 0.005905±0.0000, AVERAGE_POPULARITY: 0.359850±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.975993±0.0002, DIVERSITY_HERFINDAHL: 0.997594±0.0000, COVERAGE_ITEM: 0.582536±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.159588±0.0008, SHANNON_ENTROPY: 10.389035±0.0073, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 73, 'shrink': 139, 'normalize': False, 'alpha_weight': 1.42, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9001054326658442, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.080269±0.0008, PRECISION: 0.010825±0.0001, PRECISION_RECALL_MIN_DEN: 0.108247±0.0007, RECALL: 0.108247±0.0007, MAP: 0.058355±0.0006, MRR: 0.058355±0.0006, NDCG: 0.070183±0.0006, F1: 0.019681±0.0001, HIT_RATE: 0.108247±0.0007, ARHR: 0.058355±0.0006, RMSE: 7.166728±0.0416, NOVELTY: 0.005943±0.0000, AVERAGE_POPULARITY: 0.392045±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.966796±0.0002, DIVERSITY_HERFINDAHL: 0.996674±0.0000, COVERAGE_ITEM: 0.554918±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.162447±0.0006, SHANNON_ENTROPY: 10.213558±0.0086, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 192, 'shrink': 655, 'normalize': False, 'alpha_weight': 1.38, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3109426166117391, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.061208±0.0010, PRECISION: 0.008416±0.0001, PRECISION_RECALL_MIN_DEN: 0.084155±0.0012, RECALL: 0.084155±0.0012, MAP: 0.044914±0.0008, MRR: 0.044914±0.0008, NDCG: 0.054167±0.0009, F1: 0.015301±0.0002, HIT_RATE: 0.084155±0.0012, ARHR: 0.044914±0.0008, RMSE: 12.845647±0.1006, NOVELTY: 0.005396±0.0000, AVERAGE_POPULARITY: 0.594015±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.886237±0.0004, DIVERSITY_HERFINDAHL: 0.988619±0.0000, COVERAGE_ITEM: 0.368467±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.090196±0.0006, SHANNON_ENTROPY: 8.210509±0.0072, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 95, 'shrink': 1154, 'normalize': False, 'alpha_weight': 0.52, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5450561426113404, 'feature_weighting': 'none'} - results: ROC_AUC: 0.054294±0.0011, PRECISION: 0.007267±0.0002, PRECISION_RECALL_MIN_DEN: 0.072673±0.0015, RECALL: 0.072673±0.0015, MAP: 0.039873±0.0009, MRR: 0.039873±0.0009, NDCG: 0.047654±0.0010, F1: 0.013213±0.0003, HIT_RATE: 0.072673±0.0015, ARHR: 0.039873±0.0009, RMSE: 0.965655±0.0005, NOVELTY: 0.005917±0.0000, AVERAGE_POPULARITY: 0.315385±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.974883±0.0003, DIVERSITY_HERFINDAHL: 0.997483±0.0000, COVERAGE_ITEM: 0.774480±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.243832±0.0006, SHANNON_ENTROPY: 11.194117±0.0093, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 120, 'shrink': 1925, 'normalize': False, 'alpha_weight': 0.16, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3831693941580939, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062930±0.0013, PRECISION: 0.008675±0.0002, PRECISION_RECALL_MIN_DEN: 0.086752±0.0016, RECALL: 0.086752±0.0016, MAP: 0.045194±0.0009, MRR: 0.045194±0.0009, NDCG: 0.055018±0.0011, F1: 0.015773±0.0003, HIT_RATE: 0.086752±0.0016, ARHR: 0.045194±0.0009, RMSE: 0.935739±0.0006, NOVELTY: 0.005666±0.0000, AVERAGE_POPULARITY: 0.396437±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.959405±0.0003, DIVERSITY_HERFINDAHL: 0.995935±0.0000, COVERAGE_ITEM: 0.735766±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192038±0.0006, SHANNON_ENTROPY: 10.443295±0.0052, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 35, 'shrink': 958, 'normalize': True, 'alpha_weight': 0.58, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1370981168232084, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059347±0.0010, PRECISION: 0.007902±0.0002, PRECISION_RECALL_MIN_DEN: 0.079018±0.0016, RECALL: 0.079018±0.0016, MAP: 0.043319±0.0010, MRR: 0.043319±0.0010, NDCG: 0.051808±0.0011, F1: 0.014367±0.0003, HIT_RATE: 0.079018±0.0016, ARHR: 0.043319±0.0010, RMSE: 0.966111±0.0005, NOVELTY: 0.005815±0.0000, AVERAGE_POPULARITY: 0.310285±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.978532±0.0003, DIVERSITY_HERFINDAHL: 0.997848±0.0000, COVERAGE_ITEM: 0.740016±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237735±0.0005, SHANNON_ENTROPY: 11.174894±0.0091, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 103, 'shrink': 941, 'normalize': False, 'alpha_weight': 0.36, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.18981019266015925, 'feature_weighting': 'none'} - results: ROC_AUC: 0.018962±0.0006, PRECISION: 0.002415±0.0001, PRECISION_RECALL_MIN_DEN: 0.024149±0.0009, RECALL: 0.024149±0.0009, MAP: 0.014101±0.0005, MRR: 0.014101±0.0005, NDCG: 0.016513±0.0006, F1: 0.004391±0.0002, HIT_RATE: 0.024149±0.0009, ARHR: 0.014101±0.0005, RMSE: 0.989368±0.0002, NOVELTY: 0.007144±0.0000, AVERAGE_POPULARITY: 0.044266±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.999123±0.0000, DIVERSITY_HERFINDAHL: 0.999907±0.0000, COVERAGE_ITEM: 0.943401±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.601975±0.0017, SHANNON_ENTROPY: 13.704886±0.0016, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 114, 'shrink': 808, 'normalize': True, 'alpha_weight': 1.68, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9735516658633292, 'feature_weighting': 'none'} - results: ROC_AUC: 0.068479±0.0008, PRECISION: 0.009240±0.0001, PRECISION_RECALL_MIN_DEN: 0.092402±0.0009, RECALL: 0.092402±0.0009, MAP: 0.050031±0.0008, MRR: 0.050031±0.0008, NDCG: 0.060071±0.0007, F1: 0.016800±0.0002, HIT_RATE: 0.092402±0.0009, ARHR: 0.050031±0.0008, RMSE: 0.967427±0.0002, NOVELTY: 0.005868±0.0000, AVERAGE_POPULARITY: 0.363984±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.975149±0.0002, DIVERSITY_HERFINDAHL: 0.997509±0.0000, COVERAGE_ITEM: 0.450965±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135546±0.0006, SHANNON_ENTROPY: 10.007407±0.0068, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 117, 'shrink': 827, 'normalize': True, 'alpha_weight': 0.4, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6274344905387997, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.030330±0.0009, PRECISION: 0.004270±0.0001, PRECISION_RECALL_MIN_DEN: 0.042704±0.0010, RECALL: 0.042704±0.0010, MAP: 0.020923±0.0005, MRR: 0.020923±0.0005, NDCG: 0.026078±0.0006, F1: 0.007764±0.0002, HIT_RATE: 0.042704±0.0010, ARHR: 0.020923±0.0005, RMSE: 0.983300±0.0001, NOVELTY: 0.004789±0.0000, AVERAGE_POPULARITY: 0.022117±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998523±0.0000, DIVERSITY_HERFINDAHL: 0.999847±0.0000, COVERAGE_ITEM: 0.886488±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.468894±0.0011, SHANNON_ENTROPY: 13.276308±0.0037, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 30, 'shrink': 1953, 'normalize': True, 'alpha_weight': 0.74, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12175156697666181, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034307±0.0004, PRECISION: 0.004999±0.0000, PRECISION_RECALL_MIN_DEN: 0.049994±0.0005, RECALL: 0.049994±0.0005, MAP: 0.024352±0.0004, MRR: 0.024352±0.0004, NDCG: 0.030353±0.0004, F1: 0.009090±0.0001, HIT_RATE: 0.049994±0.0005, ARHR: 0.024352±0.0004, RMSE: 0.969163±0.0004, NOVELTY: 0.006216±0.0000, AVERAGE_POPULARITY: 0.044034±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.996650±0.0000, DIVERSITY_HERFINDAHL: 0.999659±0.0000, COVERAGE_ITEM: 0.940460±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.550096±0.0006, SHANNON_ENTROPY: 13.422375±0.0023, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 67, 'shrink': 1123, 'normalize': True, 'alpha_weight': 1.0, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5745791222374688, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066411±0.0012, PRECISION: 0.008961±0.0001, PRECISION_RECALL_MIN_DEN: 0.089612±0.0015, RECALL: 0.089612±0.0015, MAP: 0.048537±0.0010, MRR: 0.048537±0.0010, NDCG: 0.058268±0.0011, F1: 0.016293±0.0003, HIT_RATE: 0.089612±0.0015, ARHR: 0.048537±0.0010, RMSE: 0.987941±0.0001, NOVELTY: 0.005778±0.0000, AVERAGE_POPULARITY: 0.384083±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.970200±0.0002, DIVERSITY_HERFINDAHL: 0.997015±0.0000, COVERAGE_ITEM: 0.600541±0.0052, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145264±0.0009, SHANNON_ENTROPY: 10.120092±0.0091, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 125, 'shrink': 1466, 'normalize': False, 'alpha_weight': 1.16, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.22677121714485954, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039201±0.0005, PRECISION: 0.005245±0.0001, PRECISION_RECALL_MIN_DEN: 0.052455±0.0010, RECALL: 0.052455±0.0010, MAP: 0.028716±0.0005, MRR: 0.028716±0.0005, NDCG: 0.034346±0.0006, F1: 0.009537±0.0002, HIT_RATE: 0.052455±0.0010, ARHR: 0.028716±0.0005, RMSE: 0.940178±0.0016, NOVELTY: 0.006816±0.0000, AVERAGE_POPULARITY: 0.037744±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999146±0.0000, DIVERSITY_HERFINDAHL: 0.999909±0.0000, COVERAGE_ITEM: 0.975161±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.612304±0.0008, SHANNON_ENTROPY: 13.766640±0.0013, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 127, 'shrink': 1857, 'normalize': False, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7811771347732221, 'feature_weighting': 'none'} - results: ROC_AUC: 0.075133±0.0005, PRECISION: 0.010157±0.0001, PRECISION_RECALL_MIN_DEN: 0.101572±0.0010, RECALL: 0.101572±0.0010, MAP: 0.054735±0.0006, MRR: 0.054735±0.0006, NDCG: 0.065828±0.0006, F1: 0.018468±0.0002, HIT_RATE: 0.101572±0.0010, ARHR: 0.054735±0.0006, RMSE: 0.985249±0.0001, NOVELTY: 0.006056±0.0000, AVERAGE_POPULARITY: 0.391380±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.961651±0.0003, DIVERSITY_HERFINDAHL: 0.996160±0.0000, COVERAGE_ITEM: 0.738600±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201020±0.0003, SHANNON_ENTROPY: 10.513398±0.0063, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 113, 'shrink': 797, 'normalize': True, 'alpha_weight': 1.46, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.347044691142327, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031680±0.0006, PRECISION: 0.004130±0.0000, PRECISION_RECALL_MIN_DEN: 0.041303±0.0004, RECALL: 0.041303±0.0004, MAP: 0.023562±0.0005, MRR: 0.023562±0.0005, NDCG: 0.027789±0.0005, F1: 0.007510±0.0001, HIT_RATE: 0.041303±0.0004, ARHR: 0.023562±0.0005, RMSE: 0.937903±0.0012, NOVELTY: 0.007010±0.0000, AVERAGE_POPULARITY: 0.034097±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999021±0.0000, DIVERSITY_HERFINDAHL: 0.999896±0.0000, COVERAGE_ITEM: 0.871998±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.587501±0.0003, SHANNON_ENTROPY: 13.562943±0.0012, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 191, 'shrink': 137, 'normalize': False, 'alpha_weight': 1.66, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.021790016737158528, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069585±0.0006, PRECISION: 0.009219±0.0001, PRECISION_RECALL_MIN_DEN: 0.092186±0.0005, RECALL: 0.092186±0.0005, MAP: 0.050514±0.0008, MRR: 0.050514±0.0008, NDCG: 0.060438±0.0006, F1: 0.016761±0.0001, HIT_RATE: 0.092186±0.0005, ARHR: 0.050514±0.0008, RMSE: 3.250844±0.0229, NOVELTY: 0.007268±0.0000, AVERAGE_POPULARITY: 0.096393±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.997079±0.0000, DIVERSITY_HERFINDAHL: 0.999702±0.0000, COVERAGE_ITEM: 0.756702±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.407334±0.0009, SHANNON_ENTROPY: 12.735910±0.0019, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 68, 'shrink': 812, 'normalize': False, 'alpha_weight': 0.44, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8653919049616436, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066326±0.0013, PRECISION: 0.009112±0.0002, PRECISION_RECALL_MIN_DEN: 0.091115±0.0020, RECALL: 0.091115±0.0020, MAP: 0.048054±0.0011, MRR: 0.048054±0.0011, NDCG: 0.058226±0.0013, F1: 0.016566±0.0004, HIT_RATE: 0.091115±0.0020, ARHR: 0.048054±0.0011, RMSE: 0.935548±0.0033, NOVELTY: 0.005602±0.0000, AVERAGE_POPULARITY: 0.473271±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.942004±0.0003, DIVERSITY_HERFINDAHL: 0.994195±0.0000, COVERAGE_ITEM: 0.619692±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135428±0.0005, SHANNON_ENTROPY: 9.552434±0.0076, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 31, 'shrink': 1324, 'normalize': False, 'alpha_weight': 1.84, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9149951831623182, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063810±0.0014, PRECISION: 0.008637±0.0001, PRECISION_RECALL_MIN_DEN: 0.086365±0.0015, RECALL: 0.086365±0.0015, MAP: 0.046963±0.0012, MRR: 0.046963±0.0012, NDCG: 0.056280±0.0012, F1: 0.015703±0.0003, HIT_RATE: 0.086365±0.0015, ARHR: 0.046963±0.0012, RMSE: 1.229526±0.0094, NOVELTY: 0.005806±0.0000, AVERAGE_POPULARITY: 0.431639±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.958192±0.0003, DIVERSITY_HERFINDAHL: 0.995814±0.0000, COVERAGE_ITEM: 0.553209±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142882±0.0009, SHANNON_ENTROPY: 9.853664±0.0042, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 107, 'shrink': 1978, 'normalize': False, 'alpha_weight': 0.6, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0623894765306074, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.042327±0.0008, PRECISION: 0.005699±0.0001, PRECISION_RECALL_MIN_DEN: 0.056988±0.0008, RECALL: 0.056988±0.0008, MAP: 0.030341±0.0008, MRR: 0.030341±0.0008, NDCG: 0.036673±0.0008, F1: 0.010362±0.0001, HIT_RATE: 0.056988±0.0008, ARHR: 0.030341±0.0008, RMSE: 0.988682±0.0001, NOVELTY: 0.005609±0.0000, AVERAGE_POPULARITY: 0.034408±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.998770±0.0000, DIVERSITY_HERFINDAHL: 0.999871±0.0000, COVERAGE_ITEM: 0.917545±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.507655±0.0010, SHANNON_ENTROPY: 13.440786±0.0024, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 121, 'shrink': 549, 'normalize': False, 'alpha_weight': 1.38, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7963618802665389, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.078675±0.0006, PRECISION: 0.010714±0.0001, PRECISION_RECALL_MIN_DEN: 0.107142±0.0005, RECALL: 0.107142±0.0005, MAP: 0.056940±0.0005, MRR: 0.056940±0.0005, NDCG: 0.068822±0.0005, F1: 0.019480±0.0001, HIT_RATE: 0.107142±0.0005, ARHR: 0.056940±0.0005, RMSE: 2.067496±0.0111, NOVELTY: 0.005800±0.0000, AVERAGE_POPULARITY: 0.439497±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.954695±0.0003, DIVERSITY_HERFINDAHL: 0.995464±0.0000, COVERAGE_ITEM: 0.502882±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143377±0.0005, SHANNON_ENTROPY: 9.768170±0.0073, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 33, 'shrink': 1618, 'normalize': True, 'alpha_weight': 1.02, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9193996076931001, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.055367±0.0010, PRECISION: 0.007526±0.0001, PRECISION_RECALL_MIN_DEN: 0.075259±0.0014, RECALL: 0.075259±0.0014, MAP: 0.040225±0.0009, MRR: 0.040225±0.0009, NDCG: 0.048513±0.0010, F1: 0.013683±0.0003, HIT_RATE: 0.075259±0.0014, ARHR: 0.040225±0.0009, RMSE: 0.988063±0.0001, NOVELTY: 0.005730±0.0000, AVERAGE_POPULARITY: 0.056687±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997639±0.0000, DIVERSITY_HERFINDAHL: 0.999758±0.0000, COVERAGE_ITEM: 0.902320±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.471633±0.0010, SHANNON_ENTROPY: 13.218104±0.0027, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 68, 'shrink': 1688, 'normalize': True, 'alpha_weight': 1.36, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9020614992390061, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063799±0.0008, PRECISION: 0.008414±0.0001, PRECISION_RECALL_MIN_DEN: 0.084144±0.0009, RECALL: 0.084144±0.0009, MAP: 0.046925±0.0008, MRR: 0.046925±0.0008, NDCG: 0.055778±0.0008, F1: 0.015299±0.0002, HIT_RATE: 0.084144±0.0009, ARHR: 0.046925±0.0008, RMSE: 0.985632±0.0001, NOVELTY: 0.006964±0.0000, AVERAGE_POPULARITY: 0.078321±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998034±0.0000, DIVERSITY_HERFINDAHL: 0.999798±0.0000, COVERAGE_ITEM: 0.915372±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.494771±0.0009, SHANNON_ENTROPY: 13.279922±0.0031, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1, 'shrink': 1696, 'normalize': False, 'alpha_weight': 0.26, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7625806362645067, 'feature_weighting': 'none'} - results: ROC_AUC: 0.031307±0.0009, PRECISION: 0.003662±0.0001, PRECISION_RECALL_MIN_DEN: 0.036621±0.0007, RECALL: 0.036621±0.0007, MAP: 0.024779±0.0011, MRR: 0.024779±0.0011, NDCG: 0.027671±0.0010, F1: 0.006658±0.0001, HIT_RATE: 0.036621±0.0007, ARHR: 0.024779±0.0011, RMSE: 0.995629±0.0001, NOVELTY: 0.006583±0.0000, AVERAGE_POPULARITY: 0.069981±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.884584±0.0004, DIVERSITY_HERFINDAHL: 0.988453±0.0000, COVERAGE_ITEM: 0.635664±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.203742±0.0004, SHANNON_ENTROPY: 10.040830±0.0055, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 66, 'shrink': 1666, 'normalize': True, 'alpha_weight': 0.96, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8330405264214165, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.072505±0.0007, PRECISION: 0.009694±0.0001, PRECISION_RECALL_MIN_DEN: 0.096936±0.0013, RECALL: 0.096936±0.0013, MAP: 0.052659±0.0005, MRR: 0.052659±0.0005, NDCG: 0.063182±0.0006, F1: 0.017625±0.0002, HIT_RATE: 0.096936±0.0013, ARHR: 0.052659±0.0005, RMSE: 0.850689±0.0034, NOVELTY: 0.006174±0.0000, AVERAGE_POPULARITY: 0.167057±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.993464±0.0000, DIVERSITY_HERFINDAHL: 0.999341±0.0000, COVERAGE_ITEM: 0.769073±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.255216±0.0012, SHANNON_ENTROPY: 11.892122±0.0052, 
