CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.077744±0.0009, PRECISION: 0.010427±0.0001, PRECISION_RECALL_MIN_DEN: 0.104272±0.0011, RECALL: 0.104272±0.0011, MAP: 0.057149±0.0007, MRR: 0.057149±0.0007, NDCG: 0.068318±0.0007, F1: 0.018958±0.0002, HIT_RATE: 0.104272±0.0011, ARHR: 0.057149±0.0007, RMSE: 0.988589±0.0001, NOVELTY: 0.006314±0.0000, AVERAGE_POPULARITY: 0.315875±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.980234±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.720692±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230786±0.0004, SHANNON_ENTROPY: 11.118596±0.0039, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 176, 'shrink': 1070, 'normalize': True, 'alpha_weight': 0.26, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.066171±0.0012, PRECISION: 0.009011±0.0001, PRECISION_RECALL_MIN_DEN: 0.090113±0.0010, RECALL: 0.090113±0.0010, MAP: 0.048618±0.0011, MRR: 0.048618±0.0011, NDCG: 0.058422±0.0011, F1: 0.016384±0.0002, HIT_RATE: 0.090113±0.0010, ARHR: 0.048618±0.0011, RMSE: 0.918755±0.0008, NOVELTY: 0.005543±0.0000, AVERAGE_POPULARITY: 0.519006±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.929758±0.0005, DIVERSITY_HERFINDAHL: 0.992971±0.0001, COVERAGE_ITEM: 0.453193±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.101924±0.0005, SHANNON_ENTROPY: 8.892806±0.0077, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 124, 'shrink': 1986, 'normalize': False, 'alpha_weight': 1.54, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.077814±0.0009, PRECISION: 0.010472±0.0001, PRECISION_RECALL_MIN_DEN: 0.104716±0.0011, RECALL: 0.104716±0.0011, MAP: 0.056877±0.0006, MRR: 0.056877±0.0006, NDCG: 0.068219±0.0006, F1: 0.019039±0.0002, HIT_RATE: 0.104716±0.0011, ARHR: 0.056877±0.0006, RMSE: 0.991525±0.0000, NOVELTY: 0.006263±0.0000, AVERAGE_POPULARITY: 0.329506±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977838±0.0001, DIVERSITY_HERFINDAHL: 0.997778±0.0000, COVERAGE_ITEM: 0.713566±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.221352±0.0006, SHANNON_ENTROPY: 10.990161±0.0041, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 48, 'shrink': 19, 'normalize': False, 'alpha_weight': 1.76, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.042684±0.0008, PRECISION: 0.005659±0.0001, PRECISION_RECALL_MIN_DEN: 0.056590±0.0007, RECALL: 0.056590±0.0007, MAP: 0.031863±0.0008, MRR: 0.031863±0.0008, NDCG: 0.037726±0.0008, F1: 0.010289±0.0001, HIT_RATE: 0.056590±0.0007, ARHR: 0.031863±0.0008, RMSE: 0.949358±0.0010, NOVELTY: 0.007346±0.0000, AVERAGE_POPULARITY: 0.066923±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.998745±0.0000, DIVERSITY_HERFINDAHL: 0.999869±0.0000, COVERAGE_ITEM: 0.906742±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.515117±0.0011, SHANNON_ENTROPY: 13.435489±0.0031, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 186, 'shrink': 370, 'normalize': False, 'alpha_weight': 0.38, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.073676±0.0011, PRECISION: 0.009766±0.0001, PRECISION_RECALL_MIN_DEN: 0.097665±0.0007, RECALL: 0.097665±0.0007, MAP: 0.054353±0.0009, MRR: 0.054353±0.0009, NDCG: 0.064638±0.0009, F1: 0.017757±0.0001, HIT_RATE: 0.097665±0.0007, ARHR: 0.054353±0.0009, RMSE: 0.970039±0.0001, NOVELTY: 0.006772±0.0000, AVERAGE_POPULARITY: 0.208018±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.992459±0.0001, DIVERSITY_HERFINDAHL: 0.999240±0.0000, COVERAGE_ITEM: 0.776221±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.321349±0.0007, SHANNON_ENTROPY: 12.120167±0.0040, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 180, 'shrink': 1919, 'normalize': True, 'alpha_weight': 0.02, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.063795±0.0011, PRECISION: 0.008704±0.0001, PRECISION_RECALL_MIN_DEN: 0.087037±0.0010, RECALL: 0.087037±0.0010, MAP: 0.046934±0.0010, MRR: 0.046934±0.0010, NDCG: 0.056403±0.0010, F1: 0.015825±0.0002, HIT_RATE: 0.087037±0.0010, ARHR: 0.046934±0.0010, RMSE: 0.991894±0.0001, NOVELTY: 0.005495±0.0000, AVERAGE_POPULARITY: 0.546510±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.914886±0.0005, DIVERSITY_HERFINDAHL: 0.991483±0.0001, COVERAGE_ITEM: 0.452274±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097869±0.0005, SHANNON_ENTROPY: 8.663532±0.0082, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 78, 'shrink': 292, 'normalize': False, 'alpha_weight': 1.42, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.073180±0.0009, PRECISION: 0.009895±0.0001, PRECISION_RECALL_MIN_DEN: 0.098952±0.0009, RECALL: 0.098952±0.0009, MAP: 0.053489±0.0011, MRR: 0.053489±0.0011, NDCG: 0.064257±0.0010, F1: 0.017991±0.0002, HIT_RATE: 0.098952±0.0009, ARHR: 0.053489±0.0011, RMSE: 0.901665±0.0008, NOVELTY: 0.005812±0.0000, AVERAGE_POPULARITY: 0.396315±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.970101±0.0002, DIVERSITY_HERFINDAHL: 0.997005±0.0000, COVERAGE_ITEM: 0.489970±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133353±0.0005, SHANNON_ENTROPY: 9.933091±0.0081, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 72, 'shrink': 238, 'normalize': False, 'alpha_weight': 0.22, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.070489±0.0009, PRECISION: 0.009288±0.0001, PRECISION_RECALL_MIN_DEN: 0.092881±0.0012, RECALL: 0.092881±0.0012, MAP: 0.052128±0.0010, MRR: 0.052128±0.0010, NDCG: 0.061820±0.0010, F1: 0.016887±0.0002, HIT_RATE: 0.092881±0.0012, ARHR: 0.052128±0.0010, RMSE: 0.970431±0.0002, NOVELTY: 0.007102±0.0000, AVERAGE_POPULARITY: 0.133965±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.996603±0.0000, DIVERSITY_HERFINDAHL: 0.999655±0.0000, COVERAGE_ITEM: 0.826353±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.386973±0.0011, SHANNON_ENTROPY: 12.732213±0.0013, 
CrossSearchBayesianSkopt: New best config found. Config 34: {'topK': 39, 'shrink': 1857, 'normalize': False, 'alpha_weight': 1.26, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079917±0.0009, PRECISION: 0.010554±0.0000, PRECISION_RECALL_MIN_DEN: 0.105536±0.0004, RECALL: 0.105536±0.0004, MAP: 0.058901±0.0008, MRR: 0.058901±0.0008, NDCG: 0.069992±0.0007, F1: 0.019188±0.0001, HIT_RATE: 0.105536±0.0004, ARHR: 0.058901±0.0008, RMSE: 0.993302±0.0000, NOVELTY: 0.006577±0.0000, AVERAGE_POPULARITY: 0.238954±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.989694±0.0001, DIVERSITY_HERFINDAHL: 0.998964±0.0000, COVERAGE_ITEM: 0.759124±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.275788±0.0004, SHANNON_ENTROPY: 11.761795±0.0054, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 8, 'shrink': 349, 'normalize': False, 'alpha_weight': 1.68, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.074350±0.0006, PRECISION: 0.009761±0.0001, PRECISION_RECALL_MIN_DEN: 0.097608±0.0012, RECALL: 0.097608±0.0012, MAP: 0.054907±0.0006, MRR: 0.054907±0.0006, NDCG: 0.065069±0.0005, F1: 0.017747±0.0002, HIT_RATE: 0.097608±0.0012, ARHR: 0.054907±0.0006, RMSE: 0.982944±0.0002, NOVELTY: 0.007028±0.0000, AVERAGE_POPULARITY: 0.122051±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.996129±0.0000, DIVERSITY_HERFINDAHL: 0.999607±0.0000, COVERAGE_ITEM: 0.807710±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.384879±0.0006, SHANNON_ENTROPY: 12.671335±0.0043, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 14, 'shrink': 1365, 'normalize': True, 'alpha_weight': 1.1, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.069060±0.0016, PRECISION: 0.009362±0.0001, PRECISION_RECALL_MIN_DEN: 0.093621±0.0011, RECALL: 0.093621±0.0011, MAP: 0.050525±0.0014, MRR: 0.050525±0.0014, NDCG: 0.060718±0.0013, F1: 0.017022±0.0002, HIT_RATE: 0.093621±0.0011, ARHR: 0.050525±0.0014, RMSE: 0.962137±0.0005, NOVELTY: 0.005943±0.0000, AVERAGE_POPULARITY: 0.353397±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.977341±0.0002, DIVERSITY_HERFINDAHL: 0.997729±0.0000, COVERAGE_ITEM: 0.524661±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155400±0.0006, SHANNON_ENTROPY: 10.324026±0.0098, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 34, 'shrink': 537, 'normalize': True, 'alpha_weight': 0.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.076972±0.0007, PRECISION: 0.010110±0.0001, PRECISION_RECALL_MIN_DEN: 0.101105±0.0008, RECALL: 0.101105±0.0008, MAP: 0.056837±0.0008, MRR: 0.056837±0.0008, NDCG: 0.067374±0.0007, F1: 0.018383±0.0001, HIT_RATE: 0.101105±0.0008, ARHR: 0.056837±0.0008, RMSE: 0.983772±0.0001, NOVELTY: 0.006924±0.0000, AVERAGE_POPULARITY: 0.160786±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.995254±0.0000, DIVERSITY_HERFINDAHL: 0.999520±0.0000, COVERAGE_ITEM: 0.796129±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344407±0.0011, SHANNON_ENTROPY: 12.428948±0.0042, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 70, 'shrink': 488, 'normalize': False, 'alpha_weight': 1.5, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.071467±0.0009, PRECISION: 0.009712±0.0001, PRECISION_RECALL_MIN_DEN: 0.097118±0.0008, RECALL: 0.097118±0.0008, MAP: 0.052302±0.0011, MRR: 0.052302±0.0011, NDCG: 0.062903±0.0010, F1: 0.017658±0.0002, HIT_RATE: 0.097118±0.0008, ARHR: 0.052302±0.0011, RMSE: 0.914610±0.0010, NOVELTY: 0.005755±0.0000, AVERAGE_POPULARITY: 0.417300±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.965663±0.0003, DIVERSITY_HERFINDAHL: 0.996561±0.0000, COVERAGE_ITEM: 0.474301±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127062±0.0005, SHANNON_ENTROPY: 9.760080±0.0091, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 174, 'shrink': 1392, 'normalize': False, 'alpha_weight': 0.82, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065136±0.0012, PRECISION: 0.008903±0.0001, PRECISION_RECALL_MIN_DEN: 0.089031±0.0009, RECALL: 0.089031±0.0009, MAP: 0.047870±0.0011, MRR: 0.047870±0.0011, NDCG: 0.057587±0.0011, F1: 0.016187±0.0002, HIT_RATE: 0.089031±0.0009, ARHR: 0.047870±0.0011, RMSE: 0.989931±0.0001, NOVELTY: 0.005522±0.0000, AVERAGE_POPULARITY: 0.530795±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.923751±0.0005, DIVERSITY_HERFINDAHL: 0.992370±0.0001, COVERAGE_ITEM: 0.452976±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.100250±0.0004, SHANNON_ENTROPY: 8.797154±0.0082, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 95, 'shrink': 1154, 'normalize': False, 'alpha_weight': 0.52, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.067172±0.0011, PRECISION: 0.009121±0.0001, PRECISION_RECALL_MIN_DEN: 0.091206±0.0009, RECALL: 0.091206±0.0009, MAP: 0.049268±0.0010, MRR: 0.049268±0.0010, NDCG: 0.059186±0.0010, F1: 0.016583±0.0002, HIT_RATE: 0.091206±0.0009, ARHR: 0.049268±0.0010, RMSE: 0.932775±0.0007, NOVELTY: 0.005634±0.0000, AVERAGE_POPULARITY: 0.476207±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.947212±0.0005, DIVERSITY_HERFINDAHL: 0.994716±0.0000, COVERAGE_ITEM: 0.467207±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114276±0.0005, SHANNON_ENTROPY: 9.300337±0.0082, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 55, 'shrink': 186, 'normalize': False, 'alpha_weight': 1.92, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.075235±0.0010, PRECISION: 0.010185±0.0001, PRECISION_RECALL_MIN_DEN: 0.101845±0.0007, RECALL: 0.101845±0.0007, MAP: 0.054945±0.0010, MRR: 0.054945±0.0010, NDCG: 0.066054±0.0009, F1: 0.018517±0.0001, HIT_RATE: 0.101845±0.0007, ARHR: 0.054945±0.0010, RMSE: 0.905719±0.0012, NOVELTY: 0.005925±0.0000, AVERAGE_POPULARITY: 0.358605±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.977114±0.0001, DIVERSITY_HERFINDAHL: 0.997706±0.0000, COVERAGE_ITEM: 0.523287±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148225±0.0005, SHANNON_ENTROPY: 10.269885±0.0041, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 6, 'shrink': 284, 'normalize': True, 'alpha_weight': 1.74, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.075876±0.0012, PRECISION: 0.010216±0.0001, PRECISION_RECALL_MIN_DEN: 0.102164±0.0013, RECALL: 0.102164±0.0013, MAP: 0.055093±0.0012, MRR: 0.055093±0.0012, NDCG: 0.066259±0.0012, F1: 0.018575±0.0002, HIT_RATE: 0.102164±0.0013, ARHR: 0.055093±0.0012, RMSE: 0.989444±0.0001, NOVELTY: 0.006146±0.0000, AVERAGE_POPULARITY: 0.284900±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.984977±0.0002, DIVERSITY_HERFINDAHL: 0.998492±0.0000, COVERAGE_ITEM: 0.496253±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.170028±0.0005, SHANNON_ENTROPY: 10.643416±0.0098, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 11, 'shrink': 584, 'normalize': False, 'alpha_weight': 0.06, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.072527±0.0012, PRECISION: 0.009827±0.0001, PRECISION_RECALL_MIN_DEN: 0.098269±0.0010, RECALL: 0.098269±0.0010, MAP: 0.052726±0.0012, MRR: 0.052726±0.0012, NDCG: 0.063512±0.0012, F1: 0.017867±0.0002, HIT_RATE: 0.098269±0.0010, ARHR: 0.052726±0.0012, RMSE: 0.991485±0.0001, NOVELTY: 0.005998±0.0000, AVERAGE_POPULARITY: 0.328131±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.981563±0.0001, DIVERSITY_HERFINDAHL: 0.998151±0.0000, COVERAGE_ITEM: 0.504158±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.158583±0.0008, SHANNON_ENTROPY: 10.448916±0.0051, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 103, 'shrink': 941, 'normalize': False, 'alpha_weight': 0.36, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.078338±0.0010, PRECISION: 0.010473±0.0001, PRECISION_RECALL_MIN_DEN: 0.104727±0.0009, RECALL: 0.104727±0.0009, MAP: 0.057516±0.0008, MRR: 0.057516±0.0008, NDCG: 0.068716±0.0008, F1: 0.019041±0.0002, HIT_RATE: 0.104727±0.0009, ARHR: 0.057516±0.0008, RMSE: 0.985783±0.0001, NOVELTY: 0.006521±0.0000, AVERAGE_POPULARITY: 0.257812±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.987955±0.0001, DIVERSITY_HERFINDAHL: 0.998790±0.0000, COVERAGE_ITEM: 0.747878±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267265±0.0004, SHANNON_ENTROPY: 11.625250±0.0030, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 20, 'shrink': 310, 'normalize': False, 'alpha_weight': 0.8, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.074348±0.0011, PRECISION: 0.010055±0.0001, PRECISION_RECALL_MIN_DEN: 0.100547±0.0009, RECALL: 0.100547±0.0009, MAP: 0.054133±0.0011, MRR: 0.054133±0.0011, NDCG: 0.065130±0.0010, F1: 0.018281±0.0002, HIT_RATE: 0.100547±0.0009, ARHR: 0.054133±0.0011, RMSE: 0.987322±0.0001, NOVELTY: 0.005953±0.0000, AVERAGE_POPULARITY: 0.338960±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.980688±0.0001, DIVERSITY_HERFINDAHL: 0.998063±0.0000, COVERAGE_ITEM: 0.499313±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153248±0.0006, SHANNON_ENTROPY: 10.381548±0.0025, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 18, 'shrink': 688, 'normalize': True, 'alpha_weight': 0.4, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.078074±0.0007, PRECISION: 0.010202±0.0001, PRECISION_RECALL_MIN_DEN: 0.102016±0.0011, RECALL: 0.102016±0.0011, MAP: 0.057472±0.0009, MRR: 0.057472±0.0009, NDCG: 0.068092±0.0008, F1: 0.018548±0.0002, HIT_RATE: 0.102016±0.0011, ARHR: 0.057472±0.0009, RMSE: 0.987651±0.0001, NOVELTY: 0.006912±0.0000, AVERAGE_POPULARITY: 0.156501±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.995341±0.0000, DIVERSITY_HERFINDAHL: 0.999528±0.0000, COVERAGE_ITEM: 0.795707±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347654±0.0011, SHANNON_ENTROPY: 12.437576±0.0051, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 403, 'normalize': True, 'alpha_weight': 0.92, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.072700±0.0009, PRECISION: 0.009614±0.0001, PRECISION_RECALL_MIN_DEN: 0.096139±0.0006, RECALL: 0.096139±0.0006, MAP: 0.053038±0.0010, MRR: 0.053038±0.0010, NDCG: 0.063297±0.0009, F1: 0.017480±0.0001, HIT_RATE: 0.096139±0.0006, ARHR: 0.053038±0.0010, RMSE: 0.992139±0.0001, NOVELTY: 0.006314±0.0000, AVERAGE_POPULARITY: 0.245866±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981826±0.0002, DIVERSITY_HERFINDAHL: 0.998177±0.0000, COVERAGE_ITEM: 0.465639±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.182244±0.0012, SHANNON_ENTROPY: 10.651439±0.0095, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 30, 'shrink': 1953, 'normalize': True, 'alpha_weight': 0.74, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079722±0.0007, PRECISION: 0.010507±0.0001, PRECISION_RECALL_MIN_DEN: 0.105069±0.0006, RECALL: 0.105069±0.0006, MAP: 0.058651±0.0008, MRR: 0.058651±0.0008, NDCG: 0.069698±0.0007, F1: 0.019103±0.0001, HIT_RATE: 0.105069±0.0006, ARHR: 0.058651±0.0008, RMSE: 0.993923±0.0001, NOVELTY: 0.006620±0.0000, AVERAGE_POPULARITY: 0.226773±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990766±0.0000, DIVERSITY_HERFINDAHL: 0.999071±0.0000, COVERAGE_ITEM: 0.766088±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.284034±0.0005, SHANNON_ENTROPY: 11.856967±0.0046, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 13, 'shrink': 1294, 'normalize': True, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.069099±0.0015, PRECISION: 0.009366±0.0001, PRECISION_RECALL_MIN_DEN: 0.093655±0.0011, RECALL: 0.093655±0.0011, MAP: 0.050554±0.0015, MRR: 0.050554±0.0015, NDCG: 0.060750±0.0014, F1: 0.017028±0.0002, HIT_RATE: 0.093655±0.0011, ARHR: 0.050554±0.0015, RMSE: 0.994489±0.0001, NOVELTY: 0.005959±0.0000, AVERAGE_POPULARITY: 0.348080±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.978161±0.0002, DIVERSITY_HERFINDAHL: 0.997811±0.0000, COVERAGE_ITEM: 0.523612±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156322±0.0007, SHANNON_ENTROPY: 10.350778±0.0089, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2, 'shrink': 935, 'normalize': False, 'alpha_weight': 0.32, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.073202±0.0008, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0013, RECALL: 0.091810±0.0013, MAP: 0.055093±0.0007, MRR: 0.055093±0.0007, NDCG: 0.063919±0.0008, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0013, ARHR: 0.055093±0.0007, RMSE: 0.993523±0.0001, NOVELTY: 0.006808±0.0000, AVERAGE_POPULARITY: 0.144525±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.979410±0.0002, DIVERSITY_HERFINDAHL: 0.997935±0.0000, COVERAGE_ITEM: 0.684693±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.273455±0.0009, SHANNON_ENTROPY: 11.614910±0.0107, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 162, 'shrink': 1170, 'normalize': False, 'alpha_weight': 0.7, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.066062±0.0013, PRECISION: 0.008993±0.0001, PRECISION_RECALL_MIN_DEN: 0.089931±0.0015, RECALL: 0.089931±0.0015, MAP: 0.048475±0.0012, MRR: 0.048475±0.0012, NDCG: 0.058270±0.0012, F1: 0.016351±0.0003, HIT_RATE: 0.089931±0.0015, ARHR: 0.048475±0.0012, RMSE: 0.988922±0.0001, NOVELTY: 0.005547±0.0000, AVERAGE_POPULARITY: 0.517455±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.930410±0.0005, DIVERSITY_HERFINDAHL: 0.993036±0.0000, COVERAGE_ITEM: 0.454490±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.102824±0.0004, SHANNON_ENTROPY: 8.914360±0.0076, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 127, 'shrink': 1857, 'normalize': False, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.077866±0.0008, PRECISION: 0.010470±0.0001, PRECISION_RECALL_MIN_DEN: 0.104704±0.0011, RECALL: 0.104704±0.0011, MAP: 0.057000±0.0006, MRR: 0.057000±0.0006, NDCG: 0.068308±0.0006, F1: 0.019037±0.0002, HIT_RATE: 0.104704±0.0011, ARHR: 0.057000±0.0006, RMSE: 0.990992±0.0000, NOVELTY: 0.006271±0.0000, AVERAGE_POPULARITY: 0.327264±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.978244±0.0001, DIVERSITY_HERFINDAHL: 0.997819±0.0000, COVERAGE_ITEM: 0.715231±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.222962±0.0004, SHANNON_ENTROPY: 11.012194±0.0035, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 178, 'shrink': 600, 'normalize': False, 'alpha_weight': 0.78, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.076078±0.0009, PRECISION: 0.010167±0.0000, PRECISION_RECALL_MIN_DEN: 0.101674±0.0004, RECALL: 0.101674±0.0004, MAP: 0.055999±0.0009, MRR: 0.055999±0.0009, NDCG: 0.066832±0.0007, F1: 0.018486±0.0001, HIT_RATE: 0.101674±0.0004, ARHR: 0.055999±0.0009, RMSE: 0.977693±0.0001, NOVELTY: 0.006555±0.0000, AVERAGE_POPULARITY: 0.255851±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.988145±0.0001, DIVERSITY_HERFINDAHL: 0.998809±0.0000, COVERAGE_ITEM: 0.750041±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277013±0.0004, SHANNON_ENTROPY: 11.675802±0.0040, 
